County,State,FIPS,pov 1a0c,pov 1a1c,pov 1a2c,pov 1a3c,pov 2a1w0c,pov 2a1w1c,pov 2a1w2c,pov 2a1w3c,pov 2a2w0c,pov 2a2w1c,pov 2a2w2c,pov 2a2w3c,live 1a0c,live 1a1c,live 1a2c,live 1a3c,live 2a1w0c,live 2a1w1c,live 2a1w2c,live 2a1w3c,live 2a2w0c,live 2a2w1c,live 2a2w2c,live 2a2w3c,min 1a0c,min 1a1c,min 1a2c,min 1a3c,min 2a1w0c,min 2a1w1c,min 2a1w2c,min 2a1w3c,min 2a2w0c,min 2a2w1c,min 2a2w2c,min 2a2w3c,pct_less_hs,pct_hs,pct_some_college,pct_college,crime_per_10k,unemployment_rate_2019,median_household_income_2019
Pickens County,AL,1107,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.89,$25.54,$31.34,$39.79,$21.09,$25.13,$28.74,$30.43,$10.55,$14.16,$17.55,$19.98,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,18.5,37.2,30.2,14.1,37.55,3.5,40249
Pike County,AL,1109,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.67,$25.19,$30.57,$38.65,$21.50,$25.21,$28.81,$30.55,$10.75,$13.98,$17.16,$19.41,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,15,35.7,25.5,23.7,298.57,3.3,41271
Randolph County,AL,1111,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.81,$25.12,$30.50,$38.61,$21.43,$25.13,$28.74,$30.51,$10.72,$13.95,$17.13,$19.39,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,20.4,34.9,28.2,16.5,76.2,3.1,42922
Russell County,AL,1113,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.66,$27.39,$33.78,$43.22,$22.38,$26.40,$30.01,$32.11,$11.19,$15.08,$18.77,$21.70,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,16.2,31.4,34.6,17.8,119.88,3,43670
St. Clair County,AL,1115,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$15.16,$28.54,$34.69,$44.12,$23.74,$27.80,$31.40,$33.74,$11.87,$15.66,$19.22,$22.15,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,15.4,35.6,32.9,16.1,291.81,2.7,65403
Shelby County,AL,1117,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$15.16,$28.54,$34.69,$44.12,$23.74,$27.80,$31.40,$33.74,$11.87,$15.66,$19.22,$22.15,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,7.3,19.8,29.9,42.9,120.38,2.2,77801
Sumter County,AL,1119,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.40,$26.45,$32.25,$40.47,$21.61,$26.04,$29.64,$31.10,$10.80,$14.61,$18.00,$20.32,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,13.3,35.4,29.8,21.6,90.7,4.6,29209
Talladega County,AL,1121,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.89,$25.35,$30.73,$38.55,$21.09,$25.36,$28.97,$30.45,$10.55,$14.06,$17.24,$19.36,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,19.7,33.7,31.6,15,252.08,3.4,47719
Tallapoosa County,AL,1123,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.04,$26.13,$32.51,$41.87,$21.29,$25.13,$28.74,$30.76,$10.65,$14.45,$18.13,$21.02,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,19.3,32.7,29.5,18.4,376.14,3,47100
"Tuscaloosa, AL",AL,1125,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$14.23,$26.99,$32.69,$41.18,$22.52,$26.69,$30.29,$32.13,$11.20,$14.88,$18.22,$20.68,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,11.7,29.9,27.7,30.7,117.24,2.7,52307
Tuscaloosa County,AL,1125,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$14.55,$27.48,$33.29,$41.96,$22.86,$27.08,$30.68,$32.60,$11.43,$15.13,$18.52,$21.07,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,11.7,29.9,27.7,30.7,117.24,2.7,52307
Walker County,AL,1127,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.46,$26.87,$33.02,$41.60,$21.67,$26.12,$29.73,$31.21,$10.83,$14.82,$18.38,$20.88,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,18.2,37.5,33,11.3,245.57,3.3,45991
Washington County,AL,1129,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.84,$25.96,$32.13,$40.68,$21.09,$25.18,$28.78,$30.20,$10.55,$14.36,$17.94,$20.43,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,17.4,43.1,26.9,12.7,142.94,4.7,48864
Wilcox County,AL,1131,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.81,$25.82,$31.90,$40.96,$21.44,$25.13,$28.74,$30.77,$10.72,$14.29,$17.82,$20.57,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,23.5,39.5,24.5,12.5,111.25,7.2,30998
Winston County,AL,1133,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.72,$26.19,$32.64,$42.14,$20.92,$25.13,$28.74,$30.83,$10.46,$14.48,$18.20,$21.16,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,21.2,38.2,27.8,12.8,156.97,3.3,40827
Aleutians East Borough,AK,2013,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,$14.67,$28.92,$35.73,$45.58,$22.86,$27.59,$31.14,$33.53,$11.43,$15.87,$19.72,$23.00,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,14.5,43.5,30.5,11.5,0,2.3,66923
Aleutians West Census Area,AK,2016,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,$16.67,$33.56,$41.32,$53.02,$25.68,$31.29,$34.84,$38.14,$12.84,$18.19,$22.52,$26.72,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,10.5,39,33.4,17,185.59,3.1,84726
"Anchorage, AK",AK,2020,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,$14.93,$29.65,$36.98,$49.02,$23.03,$27.81,$31.36,$35.44,$11.33,$16.24,$20.35,$24.72,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,6.1,23.4,34.4,36.1,425.15,4.4,82512
Anchorage Municipality,AK,2020,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,$15.27,$30.21,$37.64,$49.98,$23.38,$28.28,$31.82,$36.11,$11.69,$16.52,$20.67,$25.20,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,6.1,23.4,34.4,36.1,425.15,4.4,82512
Bethel Census Area,AK,2050,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,$17.28,$31.25,$37.14,$46.87,$26.68,$30.84,$34.39,$37.59,$13.34,$17.04,$20.43,$23.64,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,19.1,46.4,22.6,11.9,1451.71,11.5,48262
Bristol Bay Borough,AK,2060,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,$14.66,$29.80,$37.51,$49.08,$23.14,$27.58,$31.13,$34.36,$11.57,$16.32,$20.61,$24.75,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,6,37,34.5,22.5,492.96,5.3,87950
Dillingham Census Area,AK,2070,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,$15.38,$29.54,$35.70,$46.26,$24.48,$28.87,$32.41,$36.17,$12.24,$16.18,$19.71,$23.34,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,13.7,37.2,27,22.1,914.76,7,57436
Fairbanks North Star Borough,AK,2090,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,$14.79,$31.08,$39.23,$52.36,$23.49,$28.41,$31.96,$36.29,$11.74,$16.95,$21.47,$26.39,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,5.5,22.6,40.5,31.4,385.97,4.7,74076
Haines Borough,AK,2100,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,$13.98,$28.79,$36.47,$47.86,$22.19,$26.61,$30.16,$33.25,$11.10,$15.81,$20.09,$24.14,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,2.5,30.2,33.6,33.8,53.26,7.9,62548
Kenai Peninsula Borough,AK,2122,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,$15.01,$29.85,$37.67,$49.29,$22.81,$27.52,$31.07,$34.24,$11.40,$16.34,$20.69,$24.85,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,7.3,31.2,36.8,24.6,437.33,6,68625
Ketchikan Gateway Borough,AK,2130,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,$15.18,$28.32,$33.12,$42.34,$23.94,$29.01,$32.55,$36.33,$11.97,$15.57,$18.42,$21.38,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,7.2,29.7,37.8,25.3,656.57,5.5,75706
Kodiak Island Borough,AK,2150,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,$15.83,$30.96,$38.29,$50.91,$24.03,$29.13,$32.68,$37.33,$12.01,$16.90,$21.00,$25.66,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,10.2,29.7,32.1,28,373.3,4.9,79669
Matanuska-Susitna Borough,AK,2170,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,$13.97,$28.09,$35.15,$46.36,$22.05,$26.52,$30.07,$33.57,$11.03,$15.46,$19.43,$23.38,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,7.1,33.1,38.3,21.6,690.03,6.1,75856
Nome Census Area,AK,2180,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,$17.59,$31.51,$37.69,$47.69,$26.11,$30.82,$34.37,$37.56,$13.06,$17.17,$20.70,$24.05,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,15.4,41.1,27.3,16.1,1333.68,9.8,58464
North Slope Borough,AK,2185,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,$16.45,$31.13,$38.29,$48.94,$24.72,$29.46,$33.01,$35.86,$12.36,$16.98,$21.00,$24.68,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,10.3,43,30.2,16.5,336.7,5.6,84784
Northwest Arctic Borough,AK,2188,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,$17.08,$29.92,$36.33,$47.10,$24.87,$28.99,$32.54,$36.26,$12.44,$16.37,$20.02,$23.76,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,17.5,46.7,22.6,13.2,1246.94,12.6,61660
Sitka City and Borough,AK,2220,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,$15.37,$29.63,$36.56,$48.23,$24.01,$28.19,$31.74,$35.86,$12.01,$16.23,$20.13,$24.32,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,5.3,27.4,34,33.4,301.93,3.6,80660
Valdez-Cordova Census Area,AK,2261,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,$14.43,$29.92,$37.49,$48.15,$24.05,$27.85,$31.39,$33.85,$12.02,$16.38,$20.60,$24.28,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,4.6,30.8,33.7,30.8,108.61,6.7,74574
Apache County,AZ,4001,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.32,$27.35,$34.06,$43.68,$22.59,$26.42,$30.15,$32.39,$11.30,$15.16,$18.98,$22.06,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,19.6,32.2,35.9,12.3,1397.48,10.1,35386
Cochise County,AZ,4003,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$14.40,$27.52,$33.44,$43.14,$23.08,$27.36,$31.10,$34.20,$11.54,$15.25,$18.67,$21.79,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,12.6,24.1,40.2,23.1,378.12,5.8,48650
Coconino County,AZ,4005,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$16.58,$31.18,$37.89,$48.43,$25.66,$30.25,$33.98,$37.14,$12.83,$17.08,$20.90,$24.43,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,9.5,22,32.3,36.2,561.86,5.8,58301
Gila County,AZ,4007,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$14.70,$28.68,$35.31,$45.31,$23.38,$27.82,$31.55,$34.25,$11.69,$15.83,$19.61,$22.87,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,13.7,27.9,39.7,18.7,768.55,5.7,45980
Graham County,AZ,4009,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.95,$27.49,$33.42,$43.11,$23.57,$27.34,$31.07,$34.16,$11.78,$15.23,$18.66,$21.77,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,14.7,28.7,41.4,15.2,235.53,4.9,50685
Greenlee County,AZ,4011,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.27,$26.51,$32.43,$41.03,$22.86,$26.36,$30.09,$32.09,$11.43,$14.74,$18.17,$20.73,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,11.9,34.7,39.8,13.5,138.95,4,68066
La Paz County,AZ,4012,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.97,$27.13,$32.66,$41.45,$23.03,$27.36,$31.10,$33.68,$11.52,$15.05,$18.28,$20.94,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,23.1,31.1,33.8,12,1285.69,6,39407
Maricopa County,AZ,4013,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$15.76,$29.72,$35.62,$46.16,$25.20,$29.59,$33.32,$37.30,$12.60,$16.35,$19.76,$23.30,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,12.3,22.4,32.6,32.7,252.7,4.2,68634
Mohave County,AZ,4015,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$14.23,$27.22,$32.76,$42.11,$23.36,$27.46,$31.20,$34.34,$11.68,$15.10,$18.33,$21.27,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,13.9,35.3,37.8,12.9,541.75,5.9,49712
Navajo County,AZ,4017,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.91,$27.91,$34.62,$44.44,$22.80,$26.98,$30.71,$33.15,$11.40,$15.44,$19.26,$22.44,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,16.6,30.3,37.8,15.3,564.33,7.6,40676
Pima County,AZ,4019,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$14.14,$28.86,$35.49,$46.17,$23.53,$28.01,$31.75,$35.13,$11.76,$15.92,$19.70,$23.30,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,11.6,22.2,33.8,32.4,410.49,4.5,56150
Pinal County,AZ,4021,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$15.76,$30.45,$37.08,$48.35,$25.20,$29.59,$33.32,$37.30,$12.60,$16.71,$20.49,$24.40,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,14.2,29.3,37,19.5,224.71,5,62067
Santa Cruz County,AZ,4023,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.54,$26.78,$32.70,$41.58,$22.47,$26.62,$30.36,$32.64,$11.23,$14.88,$18.30,$21.01,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,23.4,28.7,27.5,20.4,292.95,8.7,47779
Yavapai County,AZ,4025,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$14.82,$29.49,$36.20,$46.91,$23.95,$28.56,$32.29,$35.62,$11.97,$16.23,$20.05,$23.67,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,9,25.8,39.3,25.9,289.53,4.6,54242
"Yuma, AZ",AZ,4027,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.47,$26.49,$32.03,$41.21,$22.47,$26.73,$30.46,$33.43,$11.06,$14.73,$17.97,$20.82,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,26.7,25.7,32.5,15,224.08,16.8,47024
Yuma County,AZ,4027,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.82,$26.84,$32.37,$41.55,$22.82,$27.07,$30.81,$33.78,$11.41,$14.91,$18.14,$20.99,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,26.7,25.7,32.5,15,224.08,16.8,47024
Arkansas County,AR,5001,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.10,$27.89,$34.24,$43.23,$22.34,$27.07,$30.77,$32.43,$11.17,$15.37,$19.04,$21.70,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,16.1,38.9,29.2,15.8,384.29,3,52539
Ashley County,AR,5003,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.04,$26.97,$32.48,$40.77,$22.75,$26.99,$30.68,$32.48,$11.37,$14.90,$18.16,$20.47,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,16.7,43.7,27.3,12.3,173.98,5.4,47744
Baxter County,AR,5005,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.18,$28.46,$34.97,$43.88,$22.66,$27.49,$31.18,$32.61,$11.33,$15.65,$19.41,$22.03,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,11.3,36.3,34.5,17.9,384.91,4,41950
Newton County,AR,5007,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.04,$26.93,$32.40,$41.03,$22.27,$26.99,$30.68,$32.86,$11.14,$14.88,$18.12,$20.60,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,11.4,29.2,26.1,33.4,447.18,2.6,70775
Benton County,AR,5007,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.94,$31.48,$40.21,$52.59,$23.38,$28.28,$31.97,$34.64,$11.69,$17.16,$22.03,$26.38,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,11.4,29.2,26.1,33.4,447.18,2.6,70775
Boone County,AR,5009,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.04,$27.66,$33.86,$43.25,$22.45,$26.99,$30.68,$32.89,$11.23,$15.25,$18.85,$21.72,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,12.6,33.4,37.9,16.1,300.22,3.2,50083
Bradley County,AR,5011,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.04,$26.93,$32.40,$40.27,$22.58,$26.99,$30.68,$32.10,$11.29,$14.88,$18.12,$20.22,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,19,41.3,25.4,14.3,114.89,4.1,39982
Calhoun County,AR,5013,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.28,$27.27,$32.74,$40.58,$22.66,$27.33,$31.02,$32.41,$11.33,$15.06,$18.29,$20.38,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,15.8,44.7,28.1,11.4,139.02,4.4,48415
Carroll County,AR,5015,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.23,$26.83,$32.14,$39.75,$22.48,$27.04,$30.74,$32.06,$11.24,$14.83,$17.99,$19.96,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,13.7,35.9,29.1,21.2,323.88,3.1,43841
Chicot County,AR,5017,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.04,$26.85,$32.24,$40.38,$22.82,$26.99,$30.68,$32.45,$11.41,$14.84,$18.04,$20.28,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,19.2,38.1,26.8,15.9,88.81,6.9,37014
Clark County,AR,5019,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.86,$26.93,$32.40,$40.48,$22.56,$26.99,$30.68,$32.30,$11.28,$14.88,$18.12,$20.33,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,10,30.2,33.1,26.6,150.85,3.8,44105
Clay County,AR,5021,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.04,$26.69,$31.92,$39.60,$22.27,$26.99,$30.68,$32.14,$11.14,$14.77,$17.88,$19.89,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,17.5,41.9,28,12.6,240.84,4.8,40686
