,State,County,1a1w0c,1a1w1c,1a1w2c,1a1w3c,2a1w0c,2a1w1c,2a1w2c,2a1w3c,2a2w0c,2a2w1c,2a2w2c,2a2w3c
552,Arkansas,Perry County,$14.34,$28.28,$33.83,$42.56,$23.80,$28.26,$31.95,$34.15,$11.90,$15.56,$18.84,$21.37
555,Arkansas,Phillips County,$12.85,$28.91,$36.38,$46.94,$22.27,$26.99,$30.68,$32.81,$11.14,$15.88,$20.11,$23.56
558,Arkansas,Pike County,$13.61,$26.69,$31.92,$39.72,$22.82,$26.99,$30.68,$32.27,$11.41,$14.77,$17.88,$19.95
561,Arkansas,Poinsett County,$13.15,$27.80,$34.15,$43.13,$22.27,$26.99,$30.68,$32.33,$11.14,$15.32,$19.00,$21.65
564,Arkansas,Polk County,$12.74,$26.97,$32.48,$40.27,$22.40,$26.99,$30.68,$31.98,$11.20,$14.90,$18.16,$20.23
567,Arkansas,Pope County,$13.19,$28.15,$34.66,$44.43,$22.42,$27.18,$30.87,$33.16,$11.21,$15.50,$19.25,$22.30
570,Arkansas,Prairie County,$13.04,$26.93,$32.40,$40.15,$22.27,$26.99,$30.68,$31.98,$11.14,$14.88,$18.12,$20.17
573,Arkansas,Pulaski County,$14.34,$29.52,$36.31,$46.28,$23.80,$28.26,$31.95,$34.15,$11.90,$16.18,$20.08,$23.23
576,Arkansas,Randolph County,$13.04,$27.24,$33.04,$41.34,$22.27,$26.99,$30.68,$32.22,$11.14,$15.04,$18.44,$20.76
579,Arkansas,Saline County,$14.34,$29.39,$36.06,$45.90,$23.80,$28.26,$31.95,$34.15,$11.90,$16.12,$19.95,$23.04
582,Arkansas,Scott County,$13.04,$26.73,$32.00,$39.56,$22.27,$26.99,$30.68,$31.98,$11.14,$14.78,$17.92,$19.87
585,Arkansas,Searcy County,$13.04,$26.53,$31.61,$39.68,$22.43,$26.99,$30.68,$32.70,$11.22,$14.69,$17.73,$19.93
588,Arkansas,Sebastian County,$13.32,$28.42,$34.97,$44.60,$22.58,$27.39,$31.09,$33.19,$11.29,$15.63,$19.41,$22.39
591,Arkansas,Sevier County,$12.69,$27.01,$32.56,$40.39,$22.62,$26.99,$30.68,$31.98,$11.31,$14.92,$18.20,$20.29
594,Arkansas,Sharp County,$12.69,$27.40,$33.36,$41.96,$22.30,$26.99,$30.68,$32.35,$11.15,$15.12,$18.60,$21.07
597,Arkansas,St. Francis County,$12.79,$26.93,$32.40,$41.06,$22.27,$26.99,$30.68,$32.89,$11.14,$14.88,$18.12,$20.62
600,Arkansas,Stone County,$13.05,$26.83,$32.18,$39.83,$22.29,$27.01,$30.70,$32.01,$11.15,$14.84,$18.02,$20.00
603,Arkansas,Union County,$13.62,$26.82,$32.18,$40.64,$22.83,$27.00,$30.70,$32.83,$11.42,$14.83,$18.01,$20.41
606,Arkansas,Van Buren County,$13.10,$26.86,$32.18,$39.79,$22.34,$27.08,$30.78,$32.10,$11.17,$14.85,$18.01,$19.99
609,Arkansas,Washington County,$13.94,$31.48,$40.21,$52.59,$23.38,$28.28,$31.97,$34.64,$11.69,$17.16,$22.03,$26.38
612,Arkansas,White County,$13.29,$27.44,$33.07,$41.78,$22.70,$27.34,$31.03,$33.14,$11.35,$15.14,$18.46,$20.98
615,Arkansas,Woodruff County,$12.74,$26.93,$32.40,$40.15,$22.36,$26.99,$30.68,$31.98,$11.18,$14.88,$18.12,$20.17
618,Arkansas,Yell County,$13.58,$27.23,$33.00,$41.40,$22.69,$26.99,$30.68,$32.33,$11.35,$15.04,$18.43,$20.79
621,Arkansas,"Fayetteville-Springdale-Rogers, AR",$13.76,$31.15,$39.92,$52.41,$22.99,$27.91,$31.60,$34.34,$11.32,$16.99,$21.88,$26.29
624,Arkansas,"Fort Smith, AR",$13.49,$28.80,$35.67,$45.77,$22.54,$27.47,$31.16,$33.43,$11.19,$15.82,$19.76,$22.98
627,Arkansas,"Hot Springs, AR",$13.37,$28.82,$35.72,$45.23,$22.48,$27.45,$31.14,$32.77,$11.13,$15.83,$19.79,$22.70
630,Arkansas,"Jonesboro, AR",$13.05,$28.13,$34.42,$43.88,$22.59,$27.38,$31.08,$33.28,$10.96,$15.49,$19.13,$22.03
633,Arkansas,"Little Rock-North Little Rock-Conway, AR",$13.97,$28.81,$35.49,$45.33,$23.21,$27.66,$31.36,$33.54,$11.43,$15.83,$19.67,$22.76
636,Arkansas,"Pine Bluff, AR",$13.12,$27.32,$33.15,$41.43,$22.16,$27.02,$30.71,$32.18,$11.00,$15.08,$18.50,$20.80
639,California,Alameda County,$21.88,$46.59,$58.15,$76.92,$34.27,$41.18,$45.16,$51.65,$17.14,$24.88,$31.16,$38.69
642,California,Alpine County,$14.36,$34.02,$42.22,$54.92,$26.53,$31.98,$35.95,$39.74,$13.26,$18.59,$23.19,$27.69
645,California,Amador County,$16.26,$34.75,$42.82,$55.81,$27.12,$32.83,$36.81,$41.02,$13.56,$18.96,$23.49,$28.14
648,California,Butte County,$15.61,$35.11,$43.82,$57.29,$27.01,$32.55,$36.53,$40.57,$13.50,$19.14,$23.99,$28.88
651,California,Calaveras County,$14.24,$33.75,$41.87,$54.45,$27.06,$31.78,$35.76,$39.50,$13.53,$18.46,$23.02,$27.46
654,California,Colusa County,$14.00,$33.30,$41.34,$53.68,$25.19,$31.40,$35.38,$38.96,$12.60,$18.23,$22.75,$27.07
657,California,Contra Costa County,$21.88,$45.86,$56.70,$74.74,$34.27,$41.18,$45.16,$51.65,$17.14,$24.52,$30.43,$37.60
660,California,Del Norte County,$14.19,$33.48,$41.41,$53.44,$26.51,$31.70,$35.68,$39.08,$13.25,$18.32,$22.78,$26.95
663,California,El Dorado County,$16.99,$37.56,$46.78,$61.66,$28.74,$34.49,$38.47,$43.42,$14.37,$20.37,$25.47,$31.06
666,California,Fresno County,$14.40,$34.08,$42.60,$55.40,$26.60,$31.72,$35.70,$39.27,$13.30,$18.63,$23.38,$27.93
669,California,Glenn County,$13.74,$32.84,$40.84,$51.65,$24.88,$30.99,$34.97,$37.06,$12.44,$18.00,$22.50,$26.05
672,California,Humboldt County,$14.37,$34.70,$43.38,$56.69,$26.74,$32.17,$36.15,$40.06,$13.37,$18.93,$23.77,$28.58
675,California,Imperial County,$14.25,$33.91,$41.91,$53.62,$26.55,$32.07,$36.05,$39.05,$13.28,$18.54,$23.04,$27.04
678,California,Inyo County,$15.77,$34.13,$42.74,$55.08,$26.60,$31.67,$35.65,$38.66,$13.30,$18.65,$23.45,$27.77
681,California,Kern County,$15.25,$33.67,$42.02,$54.70,$26.14,$31.46,$35.44,$39.05,$13.07,$18.42,$23.09,$27.58
684,California,Kings County,$16.19,$34.29,$42.37,$55.17,$27.15,$32.35,$36.33,$40.33,$13.58,$18.73,$23.27,$27.82
687,California,Lake County,$14.20,$34.08,$42.32,$55.11,$26.49,$31.99,$35.97,$39.81,$13.25,$18.62,$23.24,$27.79
690,California,Lassen County,$13.83,$32.89,$40.80,$52.89,$24.98,$31.13,$35.10,$38.56,$12.49,$18.03,$22.48,$26.68
693,California,Los Angeles County,$19.35,$42.41,$51.91,$67.54,$32.08,$39.06,$43.03,$48.44,$16.04,$22.79,$28.04,$34.00
696,California,Madera County,$16.13,$34.70,$42.89,$55.86,$26.99,$32.66,$36.64,$40.69,$13.49,$18.93,$23.53,$28.16
699,California,Marin County,$28.00,$55.92,$68.54,$90.04,$41.13,$49.45,$53.43,$61.60,$20.56,$29.54,$36.35,$45.25
702,California,Mariposa County,$15.29,$34.12,$42.09,$53.61,$26.72,$32.31,$36.29,$39.13,$13.36,$18.65,$23.13,$27.04
705,California,Mendocino County,$15.93,$35.43,$43.85,$57.10,$27.39,$33.17,$37.15,$41.26,$13.69,$19.30,$24.01,$28.78
708,California,Merced County,$14.12,$33.53,$41.74,$54.27,$26.56,$31.47,$35.45,$39.06,$13.28,$18.35,$22.95,$27.37
711,California,Modoc County,$13.20,$31.90,$39.82,$51.10,$24.25,$30.14,$34.12,$36.77,$12.13,$17.54,$21.99,$25.78
714,California,Mono County,$16.41,$38.30,$48.71,$63.36,$28.04,$34.05,$38.03,$41.56,$14.02,$20.74,$26.44,$31.91
717,California,Monterey County,$19.74,$40.39,$48.98,$64.72,$31.71,$37.96,$41.94,$48.38,$15.85,$21.78,$26.57,$32.59
720,California,Napa County,$18.96,$42.26,$52.19,$69.54,$31.41,$38.48,$42.46,$49.17,$15.70,$22.71,$28.18,$35.00
723,California,Nevada County,$16.30,$36.62,$45.16,$59.25,$28.18,$34.23,$38.21,$43.04,$14.09,$19.89,$24.66,$29.86
726,California,Orange County,$22.44,$45.36,$55.85,$74.15,$34.10,$41.01,$44.99,$52.08,$17.05,$24.26,$30.01,$37.31
729,California,Placer County,$16.99,$37.87,$47.40,$62.58,$28.74,$34.49,$38.47,$43.42,$14.37,$20.52,$25.78,$31.52
732,California,Plumas County,$13.90,$33.00,$40.91,$52.51,$25.27,$31.24,$35.22,$38.18,$12.63,$18.08,$22.54,$26.49
735,California,Riverside County,$16.44,$36.58,$45.27,$58.89,$28.42,$34.04,$38.02,$42.24,$14.21,$19.88,$24.72,$29.68
738,California,Sacramento County,$16.99,$37.27,$46.20,$60.78,$28.74,$34.49,$38.47,$43.42,$14.37,$20.22,$25.18,$30.62
741,California,San Benito County,$19.43,$39.77,$48.50,$64.08,$30.44,$37.21,$41.19,$47.33,$15.22,$21.47,$26.33,$32.27
744,California,San Bernardino County,$16.44,$36.31,$44.74,$58.09,$28.42,$34.04,$38.02,$42.24,$14.21,$19.74,$24.45,$29.28
747,California,San Diego County,$21.26,$42.97,$52.44,$69.51,$32.45,$39.67,$43.64,$50.54,$16.23,$23.07,$28.30,$34.99
750,California,San Francisco County,$28.00,$56.11,$68.93,$90.62,$41.13,$49.45,$53.43,$61.60,$20.56,$29.64,$36.54,$45.54
753,California,San Joaquin County,$15.50,$35.56,$44.32,$58.06,$27.21,$32.95,$36.93,$41.19,$13.61,$19.36,$24.24,$29.26
756,California,San Luis Obispo County,$18.44,$39.83,$49.00,$64.86,$30.26,$36.81,$40.79,$46.75,$15.13,$21.50,$26.58,$32.66
759,California,San Mateo County,$28.00,$55.59,$67.89,$89.06,$41.13,$49.45,$53.43,$61.60,$20.56,$29.38,$36.03,$44.76
762,California,Santa Barbara County,$23.33,$45.08,$54.50,$70.93,$35.44,$41.82,$45.80,$52.10,$17.72,$24.13,$29.33,$35.70
765,California,Santa Clara County,$27.29,$52.12,$63.71,$83.79,$39.16,$46.68,$50.66,$58.43,$19.58,$27.64,$33.94,$42.13
768,California,Santa Cruz County,$23.02,$46.81,$56.50,$73.53,$35.06,$43.29,$47.27,$53.91,$17.53,$24.99,$30.33,$37.00
771,California,Shasta County,$13.97,$33.69,$41.91,$54.53,$26.27,$31.61,$35.59,$39.27,$13.14,$18.43,$23.04,$27.50
774,California,Sierra County,$16.31,$35.66,$43.58,$56.83,$28.01,$33.90,$37.88,$42.51,$14.00,$19.42,$23.87,$28.65
777,California,Siskiyou County,$13.70,$32.87,$41.12,$53.25,$24.73,$30.79,$34.77,$37.94,$12.37,$18.02,$22.64,$26.86
780,California,Solano County,$18.23,$39.20,$48.27,$63.78,$30.59,$36.30,$40.28,$46.02,$15.29,$21.19,$26.22,$32.12
783,California,Sonoma County,$19.51,$42.70,$52.56,$69.97,$31.87,$39.00,$42.98,$49.82,$15.94,$22.94,$28.36,$35.22
786,California,Stanislaus County,$15.81,$34.93,$43.36,$56.43,$27.33,$32.66,$36.64,$40.57,$13.67,$19.05,$23.76,$28.45
789,California,Sutter County,$16.17,$34.85,$43.33,$56.60,$27.03,$32.52,$36.50,$40.57,$13.51,$19.01,$23.75,$28.53
792,California,Tehama County,$14.11,$33.15,$41.28,$52.89,$25.02,$31.18,$35.16,$37.93,$12.51,$18.16,$22.72,$26.68
795,California,Trinity County,$13.59,$32.67,$40.74,$52.82,$24.98,$30.76,$34.74,$38.03,$12.49,$17.92,$22.45,$26.64
798,California,Tulare County,$15.25,$33.39,$41.50,$53.58,$25.21,$31.43,$35.41,$38.65,$12.60,$18.28,$22.83,$27.02
801,California,Tuolumne County,$15.13,$34.28,$42.72,$55.63,$26.90,$31.98,$35.96,$39.71,$13.45,$18.72,$23.44,$28.05
804,California,Ventura County,$19.25,$42.27,$51.73,$68.13,$31.98,$38.96,$42.94,$49.15,$15.99,$22.72,$27.95,$34.30
807,California,Yolo County,$17.41,$38.30,$47.85,$63.24,$28.69,$34.91,$38.89,$44.01,$14.35,$20.74,$26.01,$31.85
810,California,Yuba County,$16.17,$34.58,$42.80,$55.80,$27.03,$32.52,$36.50,$40.57,$13.51,$18.88,$23.48,$28.13
813,California,"Bakersfield, CA",$14.28,$32.10,$40.46,$53.14,$24.17,$29.90,$33.88,$37.49,$12.03,$17.64,$22.31,$26.80
816,California,"Chico, CA",$15.00,$33.55,$42.26,$55.73,$25.03,$30.99,$34.96,$39.01,$12.21,$18.36,$23.21,$28.10
819,California,"El Centro, CA",$13.99,$32.35,$40.35,$52.06,$24.57,$30.51,$34.49,$37.49,$11.87,$17.76,$22.26,$26.26
822,California,"Fresno, CA",$14.14,$32.52,$41.04,$53.84,$24.62,$30.16,$34.14,$37.71,$11.95,$17.85,$22.60,$27.15
825,California,"Hanford-Corcoran, CA",$15.58,$32.72,$40.81,$53.61,$25.17,$30.79,$34.77,$38.77,$12.51,$17.95,$22.49,$27.04
828,California,"Los Angeles-Long Beach-Anaheim, CA",$19.22,$41.55,$51.30,$67.56,$31.01,$37.96,$41.94,$47.75,$14.62,$22.36,$27.73,$34.01
831,California,"Madera, CA",$15.52,$33.14,$41.33,$54.30,$25.00,$31.10,$35.08,$39.13,$12.48,$18.15,$22.75,$27.38
834,California,"Merced, CA",$13.86,$31.97,$40.18,$52.71,$24.58,$29.91,$33.89,$37.50,$11.81,$17.57,$22.17,$26.59
837,California,"Modesto, CA",$15.19,$33.37,$41.80,$54.87,$25.77,$31.10,$35.08,$39.01,$12.31,$18.27,$22.98,$27.67
840,California,"Napa, CA",$18.34,$40.70,$50.63,$67.98,$29.85,$36.92,$40.90,$47.61,$14.16,$21.93,$27.40,$34.22
843,California,"Oxnard-Thousand Oaks-Ventura, CA",$18.64,$40.71,$50.17,$66.56,$30.42,$37.40,$41.38,$47.59,$14.32,$21.94,$27.17,$33.51
846,California,"Redding, CA",$13.71,$32.13,$40.35,$52.97,$24.30,$30.05,$34.03,$37.71,$11.73,$17.65,$22.26,$26.72
849,California,"Riverside-San Bernardino-Ontario, CA",$15.82,$34.89,$43.46,$56.96,$26.86,$32.48,$36.46,$40.68,$12.63,$19.03,$23.81,$28.71
852,California,"Sacramento--Roseville--Arden-Arcade, CA",$16.42,$35.93,$45.04,$59.82,$27.17,$32.97,$36.95,$41.91,$13.16,$19.55,$24.60,$30.14
855,California,"Salinas, CA",$19.13,$38.83,$47.42,$63.16,$30.15,$36.40,$40.38,$46.82,$14.57,$21.00,$25.79,$31.81
858,California,"San Diego-Carlsbad, CA",$19.63,$41.41,$50.88,$67.95,$30.89,$38.10,$42.08,$48.98,$14.84,$22.29,$27.52,$34.21
861,California,"San Francisco-Oakland-Hayward, CA",$22.88,$48.61,$60.41,$80.09,$35.48,$42.97,$46.95,$54.12,$16.23,$25.89,$32.29,$40.28
864,California,"San Jose-Sunnyvale-Santa Clara, CA",$25.12,$50.18,$61.69,$81.63,$37.33,$44.83,$48.81,$56.53,$17.37,$26.68,$32.93,$41.05
867,California,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",$17.82,$38.27,$47.44,$63.30,$28.70,$35.25,$39.23,$45.19,$13.89,$20.72,$25.80,$31.88
870,California,"Santa Cruz-Watsonville, CA",$21.89,$45.25,$54.94,$71.97,$33.50,$41.73,$45.71,$52.35,$15.73,$24.21,$29.55,$36.22
873,California,"Santa Maria-Santa Barbara, CA",$22.21,$43.52,$52.94,$69.37,$33.88,$40.26,$44.24,$50.54,$15.89,$23.35,$28.55,$34.92
876,California,"Santa Rosa, CA",$18.90,$41.14,$51.00,$68.41,$30.31,$37.44,$41.42,$48.26,$14.45,$22.16,$27.58,$34.44
879,California,"Stockton-Lodi, CA",$14.88,$34.00,$42.76,$56.50,$25.23,$31.39,$35.37,$39.63,$12.15,$18.58,$23.46,$28.48
882,California,"Vallejo-Fairfield, CA",$17.62,$37.64,$46.71,$62.22,$29.03,$34.74,$38.72,$44.46,$13.78,$20.41,$25.43,$31.34
885,California,"Visalia-Porterville, CA",$14.28,$31.83,$39.94,$52.02,$24.08,$29.87,$33.84,$37.09,$12.02,$17.50,$22.05,$26.24
888,California,"Yuba City, CA",$15.55,$33.17,$41.53,$54.68,$25.04,$30.96,$34.94,$39.01,$12.50,$18.17,$22.85,$27.57
891,Colorado,Adams County,$17.40,$35.76,$44.67,$58.91,$27.03,$32.66,$36.41,$41.07,$13.52,$19.37,$24.30,$29.67
894,Colorado,Alamosa County,$13.81,$28.27,$35.48,$45.46,$22.42,$26.87,$30.62,$32.71,$11.21,$15.63,$19.70,$22.95
897,Colorado,Arapahoe County,$17.40,$35.90,$44.96,$59.34,$27.03,$32.66,$36.41,$41.07,$13.52,$19.45,$24.44,$29.89
900,Colorado,Archuleta County,$14.42,$29.79,$37.31,$47.72,$23.05,$28.07,$31.82,$34.04,$11.52,$16.39,$20.62,$24.08
903,Colorado,Baca County,$13.81,$27.23,$33.65,$43.40,$22.42,$26.62,$30.37,$33.04,$11.21,$15.11,$18.79,$21.92
906,Colorado,Bent County,$13.72,$26.93,$33.05,$41.52,$22.33,$26.62,$30.37,$32.05,$11.17,$14.96,$18.49,$20.98
909,Colorado,Boulder County,$18.53,$38.32,$48.72,$64.93,$28.11,$33.73,$37.48,$42.61,$14.05,$20.66,$26.32,$32.68
912,Colorado,Broomfield County,$17.40,$37.31,$47.76,$63.54,$27.03,$32.66,$36.41,$41.07,$13.52,$20.15,$25.84,$31.99
915,Colorado,Chaffee County,$13.31,$30.54,$39.50,$51.88,$23.22,$27.38,$31.13,$33.88,$11.61,$16.77,$21.71,$26.16
918,Colorado,Cheyenne County,$13.33,$27.53,$34.24,$43.47,$21.94,$26.62,$30.37,$32.22,$10.97,$15.26,$19.08,$21.95
921,Colorado,Clear Creek County,$17.40,$35.44,$44.02,$57.93,$27.03,$32.66,$36.41,$41.07,$13.52,$19.21,$23.97,$29.19
924,Colorado,Conejos County,$13.56,$26.97,$33.12,$41.83,$22.18,$26.62,$30.37,$32.26,$11.09,$14.98,$18.52,$21.13
927,Colorado,Costilla County,$13.56,$26.57,$32.32,$40.42,$22.18,$26.62,$30.37,$32.05,$11.09,$14.78,$18.12,$20.43
930,Colorado,Crowley County,$13.67,$27.37,$33.79,$43.04,$22.33,$26.75,$30.50,$32.65,$11.16,$15.18,$18.86,$21.74
933,Colorado,Custer County,$13.49,$28.09,$35.14,$44.89,$22.11,$26.84,$30.59,$32.61,$11.06,$15.54,$19.53,$22.66
936,Colorado,Delta County,$14.22,$29.46,$36.93,$47.19,$22.84,$27.79,$31.54,$33.66,$11.42,$16.23,$20.43,$23.81
939,Colorado,Denver County,$17.40,$36.28,$45.70,$60.45,$27.03,$32.66,$36.41,$41.07,$13.52,$19.63,$24.81,$30.45
942,Colorado,Dolores County,$13.83,$27.64,$34.45,$44.62,$22.54,$26.62,$30.37,$33.04,$11.27,$15.31,$19.19,$22.53
945,Colorado,Douglas County,$17.40,$36.55,$46.24,$61.27,$27.03,$32.66,$36.41,$41.07,$13.52,$19.77,$25.08,$30.85
948,Colorado,Eagle County,$16.13,$36.58,$47.24,$61.51,$26.04,$31.72,$35.47,$38.40,$13.02,$19.78,$25.58,$30.97
951,Colorado,Elbert County,$17.40,$34.90,$42.94,$56.32,$27.03,$32.66,$36.41,$41.07,$13.52,$18.94,$23.43,$28.38
954,Colorado,El Paso County,$14.78,$31.97,$40.09,$52.89,$24.46,$29.64,$33.39,$37.40,$12.23,$17.48,$22.01,$26.67
957,Colorado,Fremont County,$13.71,$28.06,$34.80,$45.02,$22.33,$27.13,$30.88,$33.68,$11.17,$15.53,$19.36,$22.73
960,Colorado,Garfield County,$15.65,$33.45,$43.06,$56.69,$24.28,$29.64,$33.39,$36.73,$12.14,$18.22,$23.49,$28.57
963,Colorado,Gilpin County,$17.40,$35.86,$44.87,$59.22,$27.03,$32.66,$36.41,$41.07,$13.52,$19.43,$24.40,$29.83
966,Colorado,Grand County,$14.19,$32.03,$41.12,$53.74,$23.55,$28.74,$32.49,$35.35,$11.78,$17.51,$22.52,$27.09
969,Colorado,Gunnison County,$14.60,$29.16,$36.37,$47.29,$23.22,$27.75,$31.50,$34.55,$11.61,$16.07,$20.15,$23.87
972,Colorado,Hinsdale County,$13.42,$29.03,$36.86,$47.77,$22.89,$27.01,$30.76,$33.17,$11.45,$16.01,$20.39,$24.10
975,Colorado,Huerfano County,$13.68,$27.29,$33.63,$42.34,$22.30,$26.75,$30.50,$32.21,$11.15,$15.14,$18.78,$21.39
978,Colorado,Jackson County,$14.37,$29.32,$36.82,$47.63,$22.98,$27.62,$31.37,$34.00,$11.49,$16.15,$20.37,$24.03
981,Colorado,Jefferson County,$17.40,$36.36,$45.87,$60.72,$27.03,$32.66,$36.41,$41.07,$13.52,$19.68,$24.90,$30.58
984,Colorado,Kiowa County,$14.37,$28.45,$35.08,$45.02,$22.98,$27.62,$31.37,$34.00,$11.49,$15.72,$19.50,$22.73
987,Colorado,Kit Carson County,$13.40,$27.39,$33.87,$43.35,$22.02,$26.72,$30.47,$32.80,$11.01,$15.19,$18.90,$21.89
990,Colorado,Lake County,$14.26,$28.65,$35.97,$46.75,$22.93,$27.14,$30.89,$33.67,$11.47,$15.82,$19.95,$23.59
993,Colorado,La Plata County,$15.35,$31.03,$39.34,$51.83,$24.22,$28.52,$32.27,$35.79,$12.11,$17.01,$21.63,$26.13
996,Colorado,Larimer County,$15.93,$33.56,$42.55,$56.54,$25.29,$30.37,$34.12,$38.46,$12.64,$18.27,$23.24,$28.49
999,Colorado,Las Animas County,$13.67,$28.11,$34.95,$45.33,$22.29,$27.07,$30.82,$33.69,$11.14,$15.55,$19.44,$22.89
1002,Colorado,Lincoln County,$13.56,$28.69,$36.25,$46.49,$22.18,$26.93,$30.68,$32.69,$11.09,$15.84,$20.09,$23.46
1005,Colorado,Logan County,$13.96,$28.16,$35.26,$45.82,$22.58,$26.86,$30.61,$33.39,$11.29,$15.57,$19.59,$23.13
1008,Colorado,Mesa County,$14.56,$31.03,$38.97,$51.26,$23.67,$28.89,$32.64,$36.32,$11.84,$17.01,$21.45,$25.85
1011,Colorado,Mineral County,$14.37,$30.49,$39.17,$51.15,$22.98,$27.62,$31.37,$34.00,$11.49,$16.74,$21.55,$25.79
1014,Colorado,Moffat County,$13.91,$29.46,$37.77,$49.00,$22.62,$26.96,$30.71,$32.96,$11.31,$16.23,$20.85,$24.72
1017,Colorado,Montezuma County,$13.72,$29.59,$37.84,$48.99,$22.34,$27.14,$30.89,$33.10,$11.17,$16.29,$20.88,$24.71
1020,Colorado,Montrose County,$13.88,$29.28,$37.01,$48.21,$22.50,$27.35,$31.10,$33.90,$11.25,$16.13,$20.47,$24.32
1023,Colorado,Morgan County,$13.16,$28.73,$36.09,$46.02,$22.36,$27.16,$30.91,$32.80,$11.18,$15.86,$20.01,$23.23
1026,Colorado,Otero County,$13.55,$28.11,$35.11,$44.53,$22.17,$26.92,$30.67,$32.41,$11.08,$15.55,$19.52,$22.48
1029,Colorado,Ouray County,$14.86,$32.76,$41.55,$53.46,$24.34,$29.77,$33.52,$35.97,$12.17,$17.87,$22.74,$26.95
1032,Colorado,Park County,$17.40,$35.16,$43.47,$57.11,$27.03,$32.66,$36.41,$41.07,$13.52,$19.07,$23.70,$28.77
1035,Colorado,Phillips County,$13.33,$30.69,$40.57,$53.31,$21.94,$26.62,$30.37,$32.56,$10.97,$16.84,$22.25,$26.88
1038,Colorado,Pitkin County,$16.80,$36.60,$46.25,$60.92,$26.60,$32.75,$36.50,$40.84,$13.30,$19.79,$25.09,$30.68
1041,Colorado,Prowers County,$13.83,$27.45,$34.08,$43.32,$22.54,$26.62,$30.37,$32.30,$11.27,$15.22,$19.00,$21.88
1044,Colorado,Pueblo County,$13.99,$29.11,$36.53,$47.19,$22.61,$27.50,$31.25,$33.82,$11.30,$16.05,$20.23,$23.81
1047,Colorado,Rio Blanco County,$13.82,$32.13,$42.79,$56.43,$22.44,$27.27,$31.02,$33.33,$11.22,$17.56,$23.36,$28.43
1050,Colorado,Rio Grande County,$13.56,$27.25,$33.69,$43.08,$22.18,$26.62,$30.37,$32.65,$11.09,$15.12,$18.81,$21.76
1053,Colorado,Routt County,$16.07,$35.68,$46.91,$62.52,$24.71,$30.26,$34.01,$37.72,$12.35,$19.34,$25.42,$31.48
1056,Colorado,Saguache County,$13.33,$26.93,$33.05,$42.04,$21.94,$26.62,$30.37,$32.57,$10.97,$14.96,$18.49,$21.24
1059,Colorado,San Juan County,$15.00,$30.16,$37.44,$47.63,$23.61,$28.67,$32.42,$34.65,$11.81,$16.57,$20.68,$24.03
1062,Colorado,San Miguel County,$15.78,$34.38,$43.38,$57.18,$25.40,$31.17,$34.92,$39.04,$12.70,$18.68,$23.65,$28.81
1065,Colorado,Sedgwick County,$13.33,$27.97,$35.12,$44.62,$21.94,$26.62,$30.37,$32.05,$10.97,$15.48,$19.52,$22.53
1068,Colorado,Summit County,$17.21,$36.39,$46.99,$61.17,$25.88,$31.58,$35.33,$38.22,$12.94,$19.69,$25.46,$30.80
1071,Colorado,Teller County,$14.66,$31.95,$40.23,$53.11,$24.10,$29.47,$33.22,$37.15,$12.05,$17.47,$22.08,$26.77
1074,Colorado,Washington County,$13.83,$26.61,$32.41,$40.55,$22.54,$26.62,$30.37,$32.05,$11.27,$14.80,$18.17,$20.50
1077,Colorado,Weld County,$14.54,$31.53,$39.89,$52.63,$24.09,$28.97,$32.72,$36.43,$12.04,$17.26,$21.91,$26.53
1080,Colorado,Yuma County,$13.33,$27.55,$34.29,$44.31,$21.94,$26.62,$30.37,$32.97,$10.97,$15.27,$19.11,$22.37
1083,Colorado,"Boulder, CO",$18.53,$38.32,$48.72,$64.93,$28.11,$33.73,$37.48,$42.61,$13.56,$20.66,$26.32,$32.68
1086,Colorado,"Colorado Springs, CO",$14.77,$31.96,$40.09,$52.90,$24.45,$29.64,$33.39,$37.39,$11.68,$17.48,$22.01,$26.67
1089,Colorado,"Denver-Aurora-Lakewood, CO",$17.40,$36.15,$45.45,$60.09,$27.03,$32.66,$36.41,$41.07,$13.00,$19.57,$24.69,$30.26
1092,Colorado,"Fort Collins, CO",$15.93,$33.56,$42.55,$56.54,$25.29,$30.37,$34.12,$38.46,$12.26,$18.27,$23.24,$28.49
1095,Colorado,"Grand Junction, CO",$14.56,$31.03,$38.97,$51.26,$23.67,$28.89,$32.64,$36.32,$11.58,$17.01,$21.45,$25.85
1098,Colorado,"Greeley, CO",$14.54,$31.53,$39.89,$52.63,$24.09,$28.97,$32.72,$36.43,$11.56,$17.26,$21.91,$26.53
1101,Colorado,"Pueblo, CO",$13.99,$29.11,$36.53,$47.19,$22.61,$27.50,$31.25,$33.82,$11.29,$16.05,$20.23,$23.81
1104,Connecticut,Fairfield County,$17.60,$36.76,$45.75,$59.75,$27.79,$33.32,$36.97,$40.67,$13.89,$19.81,$25.09,$30.12
1107,Connecticut,Hartford County,$15.22,$32.01,$39.90,$51.70,$24.93,$29.66,$33.31,$35.97,$12.46,$17.43,$21.86,$26.10
1110,Connecticut,Litchfield County,$15.00,$32.02,$40.28,$52.59,$24.38,$29.30,$32.95,$35.74,$12.19,$17.44,$22.05,$26.55
1113,Connecticut,Middlesex County,$15.63,$32.68,$40.63,$53.46,$25.24,$30.29,$33.94,$37.56,$12.62,$17.77,$22.22,$26.98
