,State,County,Min_Wage
8333,Tennessee,Lake County,$7.25
8336,Tennessee,Lauderdale County,$7.25
8339,Tennessee,Lawrence County,$7.25
8342,Tennessee,Lewis County,$7.25
8345,Tennessee,Lincoln County,$7.25
8348,Tennessee,Loudon County,$7.25
8351,Tennessee,Macon County,$7.25
8354,Tennessee,Madison County,$7.25
8357,Tennessee,Marion County,$7.25
8360,Tennessee,Marshall County,$7.25
8363,Tennessee,Maury County,$7.25
8366,Tennessee,McMinn County,$7.25
8369,Tennessee,McNairy County,$7.25
8372,Tennessee,Meigs County,$7.25
8375,Tennessee,Monroe County,$7.25
8378,Tennessee,Montgomery County,$7.25
8381,Tennessee,Moore County,$7.25
8384,Tennessee,Morgan County,$7.25
8387,Tennessee,Obion County,$7.25
8390,Tennessee,Overton County,$7.25
8393,Tennessee,Perry County,$7.25
8396,Tennessee,Pickett County,$7.25
8399,Tennessee,Polk County,$7.25
8402,Tennessee,Putnam County,$7.25
8405,Tennessee,Rhea County,$7.25
8408,Tennessee,Roane County,$7.25
8411,Tennessee,Robertson County,$7.25
8414,Tennessee,Rutherford County,$7.25
8417,Tennessee,Scott County,$7.25
8420,Tennessee,Sequatchie County,$7.25
8423,Tennessee,Sevier County,$7.25
8426,Tennessee,Shelby County,$7.25
8429,Tennessee,Smith County,$7.25
8432,Tennessee,Stewart County,$7.25
8435,Tennessee,Sullivan County,$7.25
8438,Tennessee,Sumner County,$7.25
8441,Tennessee,Tipton County,$7.25
8444,Tennessee,Trousdale County,$7.25
8447,Tennessee,Unicoi County,$7.25
8450,Tennessee,Union County,$7.25
8453,Tennessee,Van Buren County,$7.25
8456,Tennessee,Warren County,$7.25
8459,Tennessee,Washington County,$7.25
8462,Tennessee,Wayne County,$7.25
8465,Tennessee,Weakley County,$7.25
8468,Tennessee,White County,$7.25
8471,Tennessee,Williamson County,$7.25
8474,Tennessee,Wilson County,$7.25
8477,Tennessee,"Chattanooga, TN",$7.25
8480,Tennessee,"Clarksville, TN",$7.25
8483,Tennessee,"Cleveland, TN",$7.25
8486,Tennessee,"Jackson, TN",$7.25
8489,Tennessee,"Johnson City, TN",$7.25
8492,Tennessee,"Kingsport-Bristol-Bristol, TN",$7.25
8495,Tennessee,"Knoxville, TN",$7.25
8498,Tennessee,"Memphis, TN",$7.25
8501,Tennessee,"Morristown, TN",$7.25
8504,Tennessee,"Nashville-Davidson--Murfreesboro--Franklin, TN",$7.25
8507,Texas,Anderson County,$7.25
8510,Texas,Andrews County,$7.25
8513,Texas,Angelina County,$7.25
8516,Texas,Aransas County,$7.25
8519,Texas,Archer County,$7.25
8522,Texas,Armstrong County,$7.25
8525,Texas,Atascosa County,$7.25
8528,Texas,Austin County,$7.25
8531,Texas,Bailey County,$7.25
8534,Texas,Bandera County,$7.25
8537,Texas,Bastrop County,$7.25
8540,Texas,Baylor County,$7.25
8543,Texas,Bee County,$7.25
8546,Texas,Bell County,$7.25
8549,Texas,Bexar County,$7.25
8552,Texas,Blanco County,$7.25
8555,Texas,Borden County,$7.25
8558,Texas,Bosque County,$7.25
8561,Texas,Bowie County,$7.25
8564,Texas,Brazoria County,$7.25
8567,Texas,Brazos County,$7.25
8570,Texas,Brewster County,$7.25
8573,Texas,Briscoe County,$7.25
8576,Texas,Brooks County,$7.25
8579,Texas,Brown County,$7.25
8582,Texas,Burleson County,$7.25
8585,Texas,Burnet County,$7.25
8588,Texas,Caldwell County,$7.25
8591,Texas,Calhoun County,$7.25
8594,Texas,Callahan County,$7.25
8597,Texas,Cameron County,$7.25
8600,Texas,Camp County,$7.25
8603,Texas,Carson County,$7.25
8606,Texas,Cass County,$7.25
8609,Texas,Castro County,$7.25
8612,Texas,Chambers County,$7.25
8615,Texas,Cherokee County,$7.25
8618,Texas,Childress County,$7.25
8621,Texas,Clay County,$7.25
8624,Texas,Cochran County,$7.25
8627,Texas,Coke County,$7.25
8630,Texas,Coleman County,$7.25
8633,Texas,Collin County,$7.25
8636,Texas,Collingsworth County,$7.25
8639,Texas,Colorado County,$7.25
8642,Texas,Comal County,$7.25
8645,Texas,Comanche County,$7.25
8648,Texas,Concho County,$7.25
8651,Texas,Cooke County,$7.25
8654,Texas,Coryell County,$7.25
8657,Texas,Cottle County,$7.25
8660,Texas,Crane County,$7.25
8663,Texas,Crockett County,$7.25
8666,Texas,Crosby County,$7.25
8669,Texas,Culberson County,$7.25
8672,Texas,Dallam County,$7.25
8675,Texas,Dallas County,$7.25
8678,Texas,Dawson County,$7.25
8681,Texas,Deaf Smith County,$7.25
8684,Texas,Delta County,$7.25
8687,Texas,Denton County,$7.25
8690,Texas,DeWitt County,$7.25
8693,Texas,Dickens County,$7.25
8696,Texas,Dimmit County,$7.25
8699,Texas,Donley County,$7.25
8702,Texas,Duval County,$7.25
8705,Texas,Eastland County,$7.25
8708,Texas,Ector County,$7.25
8711,Texas,Edwards County,$7.25
8714,Texas,Ellis County,$7.25
8717,Texas,El Paso County,$7.25
8720,Texas,Erath County,$7.25
8723,Texas,Falls County,$7.25
8726,Texas,Fannin County,$7.25
8729,Texas,Fayette County,$7.25
8732,Texas,Fisher County,$7.25
8735,Texas,Floyd County,$7.25
8738,Texas,Foard County,$7.25
8741,Texas,Fort Bend County,$7.25
8744,Texas,Franklin County,$7.25
8747,Texas,Freestone County,$7.25
8750,Texas,Frio County,$7.25
8753,Texas,Gaines County,$7.25
8756,Texas,Galveston County,$7.25
8759,Texas,Garza County,$7.25
8762,Texas,Gillespie County,$7.25
8765,Texas,Glasscock County,$7.25
8768,Texas,Goliad County,$7.25
8771,Texas,Gonzales County,$7.25
8774,Texas,Gray County,$7.25
8777,Texas,Grayson County,$7.25
8780,Texas,Gregg County,$7.25
8783,Texas,Grimes County,$7.25
8786,Texas,Guadalupe County,$7.25
8789,Texas,Hale County,$7.25
8792,Texas,Hall County,$7.25
8795,Texas,Hamilton County,$7.25
8798,Texas,Hansford County,$7.25
8801,Texas,Hardeman County,$7.25
8804,Texas,Hardin County,$7.25
8807,Texas,Harris County,$7.25
8810,Texas,Harrison County,$7.25
8813,Texas,Hartley County,$7.25
8816,Texas,Haskell County,$7.25
8819,Texas,Hays County,$7.25
8822,Texas,Hemphill County,$7.25
8825,Texas,Henderson County,$7.25
8828,Texas,Hidalgo County,$7.25
8831,Texas,Hill County,$7.25
8834,Texas,Hockley County,$7.25
8837,Texas,Hood County,$7.25
8840,Texas,Hopkins County,$7.25
8843,Texas,Houston County,$7.25
8846,Texas,Howard County,$7.25
8849,Texas,Hudspeth County,$7.25
8852,Texas,Hunt County,$7.25
8855,Texas,Hutchinson County,$7.25
8858,Texas,Irion County,$7.25
8861,Texas,Jack County,$7.25
8864,Texas,Jackson County,$7.25
8867,Texas,Jasper County,$7.25
8870,Texas,Jeff Davis County,$7.25
8873,Texas,Jefferson County,$7.25
8876,Texas,Jim Hogg County,$7.25
8879,Texas,Jim Wells County,$7.25
8882,Texas,Johnson County,$7.25
8885,Texas,Jones County,$7.25
8888,Texas,Karnes County,$7.25
8891,Texas,Kaufman County,$7.25
8894,Texas,Kendall County,$7.25
8897,Texas,Kenedy County,$7.25
8900,Texas,Kent County,$7.25
8903,Texas,Kerr County,$7.25
8906,Texas,Kimble County,$7.25
8909,Texas,King County,$7.25
8912,Texas,Kinney County,$7.25
8915,Texas,Kleberg County,$7.25
8918,Texas,Knox County,$7.25
8921,Texas,Lamar County,$7.25
8924,Texas,Lamb County,$7.25
8927,Texas,Lampasas County,$7.25
8930,Texas,La Salle County,$7.25
8933,Texas,Lavaca County,$7.25
8936,Texas,Lee County,$7.25
8939,Texas,Leon County,$7.25
8942,Texas,Liberty County,$7.25
8945,Texas,Limestone County,$7.25
8948,Texas,Lipscomb County,$7.25
8951,Texas,Live Oak County,$7.25
8954,Texas,Llano County,$7.25
8957,Texas,Loving County,$7.25
8960,Texas,Lubbock County,$7.25
8963,Texas,Lynn County,$7.25
8966,Texas,Madison County,$7.25
8969,Texas,Marion County,$7.25
8972,Texas,Martin County,$7.25
8975,Texas,Mason County,$7.25
8978,Texas,Matagorda County,$7.25
8981,Texas,Maverick County,$7.25
8984,Texas,McCulloch County,$7.25
8987,Texas,McLennan County,$7.25
8990,Texas,McMullen County,$7.25
8993,Texas,Medina County,$7.25
8996,Texas,Menard County,$7.25
8999,Texas,Midland County,$7.25
9002,Texas,Milam County,$7.25
9005,Texas,Mills County,$7.25
9008,Texas,Mitchell County,$7.25
9011,Texas,Montague County,$7.25
9014,Texas,Montgomery County,$7.25
9017,Texas,Moore County,$7.25
9020,Texas,Morris County,$7.25
9023,Texas,Motley County,$7.25
9026,Texas,Nacogdoches County,$7.25
9029,Texas,Navarro County,$7.25
9032,Texas,Newton County,$7.25
9035,Texas,Nolan County,$7.25
9038,Texas,Nueces County,$7.25
9041,Texas,Ochiltree County,$7.25
9044,Texas,Oldham County,$7.25
9047,Texas,Orange County,$7.25
9050,Texas,Palo Pinto County,$7.25
9053,Texas,Panola County,$7.25
9056,Texas,Parker County,$7.25
9059,Texas,Parmer County,$7.25
9062,Texas,Pecos County,$7.25
9065,Texas,Polk County,$7.25
9068,Texas,Potter County,$7.25
9071,Texas,Presidio County,$7.25
9074,Texas,Rains County,$7.25
9077,Texas,Randall County,$7.25
9080,Texas,Reagan County,$7.25
9083,Texas,Real County,$7.25
9086,Texas,Red River County,$7.25
9089,Texas,Reeves County,$7.25
9092,Texas,Refugio County,$7.25
9095,Texas,Roberts County,$7.25
9098,Texas,Robertson County,$7.25
9101,Texas,Rockwall County,$7.25
9104,Texas,Runnels County,$7.25
9107,Texas,Rusk County,$7.25
9110,Texas,Sabine County,$7.25
9113,Texas,San Augustine County,$7.25
9116,Texas,San Jacinto County,$7.25
9119,Texas,San Patricio County,$7.25
9122,Texas,San Saba County,$7.25
9125,Texas,Schleicher County,$7.25
9128,Texas,Scurry County,$7.25
9131,Texas,Shackelford County,$7.25
9134,Texas,Shelby County,$7.25
9137,Texas,Sherman County,$7.25
9140,Texas,Smith County,$7.25
9143,Texas,Somervell County,$7.25
9146,Texas,Starr County,$7.25
9149,Texas,Stephens County,$7.25
9152,Texas,Sterling County,$7.25
9155,Texas,Stonewall County,$7.25
9158,Texas,Sutton County,$7.25
9161,Texas,Swisher County,$7.25
9164,Texas,Tarrant County,$7.25
9167,Texas,Taylor County,$7.25
9170,Texas,Terrell County,$7.25
9173,Texas,Terry County,$7.25
9176,Texas,Throckmorton County,$7.25
9179,Texas,Titus County,$7.25
9182,Texas,Tom Green County,$7.25
9185,Texas,Travis County,$7.25
9188,Texas,Trinity County,$7.25
9191,Texas,Tyler County,$7.25
9194,Texas,Upshur County,$7.25
9197,Texas,Upton County,$7.25
9200,Texas,Uvalde County,$7.25
9203,Texas,Val Verde County,$7.25
9206,Texas,Van Zandt County,$7.25
9209,Texas,Victoria County,$7.25
9212,Texas,Walker County,$7.25
9215,Texas,Waller County,$7.25
9218,Texas,Ward County,$7.25
9221,Texas,Washington County,$7.25
9224,Texas,Webb County,$7.25
9227,Texas,Wharton County,$7.25
9230,Texas,Wheeler County,$7.25
9233,Texas,Wichita County,$7.25
9236,Texas,Wilbarger County,$7.25
9239,Texas,Willacy County,$7.25
9242,Texas,Williamson County,$7.25
9245,Texas,Wilson County,$7.25
9248,Texas,Winkler County,$7.25
9251,Texas,Wise County,$7.25
9254,Texas,Wood County,$7.25
9257,Texas,Yoakum County,$7.25
9260,Texas,Young County,$7.25
9263,Texas,Zapata County,$7.25
9266,Texas,Zavala County,$7.25
9269,Texas,"Abilene, TX",$7.25
9272,Texas,"Amarillo, TX",$7.25
9275,Texas,"Austin-Round Rock, TX",$7.25
9278,Texas,"Beaumont-Port Arthur, TX",$7.25
9281,Texas,"Brownsville-Harlingen, TX",$7.25
9284,Texas,"College Station-Bryan, TX",$7.25
9287,Texas,"Corpus Christi, TX",$7.25
9290,Texas,"Dallas-Fort Worth-Arlington, TX",$7.25
9293,Texas,"El Paso, TX",$7.25
9296,Texas,"Houston-The Woodlands-Sugar Land, TX",$7.25
9299,Texas,"Killeen-Temple, TX",$7.25
9302,Texas,"Laredo, TX",$7.25
9305,Texas,"Longview, TX",$7.25
9308,Texas,"Lubbock, TX",$7.25
9311,Texas,"McAllen-Edinburg-Mission, TX",$7.25
9314,Texas,"Midland, TX",$7.25
9317,Texas,"Odessa, TX",$7.25
9320,Texas,"San Angelo, TX",$7.25
9323,Texas,"San Antonio-New Braunfels, TX",$7.25
9326,Texas,"Sherman-Denison, TX",$7.25
9329,Texas,"Texarkana, TX",$7.25
9332,Texas,"Tyler, TX",$7.25
9335,Texas,"Victoria, TX",$7.25
9338,Texas,"Waco, TX",$7.25
9341,Texas,"Wichita Falls, TX",$7.25
9344,Utah,Beaver County,$7.25
9347,Utah,Box Elder County,$7.25
9350,Utah,Cache County,$7.25
9353,Utah,Carbon County,$7.25
9356,Utah,Daggett County,$7.25
9359,Utah,Davis County,$7.25
9362,Utah,Duchesne County,$7.25
9365,Utah,Emery County,$7.25
9368,Utah,Garfield County,$7.25
9371,Utah,Grand County,$7.25
9374,Utah,Iron County,$7.25
9377,Utah,Juab County,$7.25
9380,Utah,Kane County,$7.25
9383,Utah,Millard County,$7.25
9386,Utah,Morgan County,$7.25
9389,Utah,Piute County,$7.25
9392,Utah,Rich County,$7.25
9395,Utah,Salt Lake County,$7.25
9398,Utah,San Juan County,$7.25
9401,Utah,Sanpete County,$7.25
9404,Utah,Sevier County,$7.25
9407,Utah,Summit County,$7.25
9410,Utah,Tooele County,$7.25
9413,Utah,Uintah County,$7.25
9416,Utah,Utah County,$7.25
9419,Utah,Wasatch County,$7.25
9422,Utah,Washington County,$7.25
9425,Utah,Wayne County,$7.25
9428,Utah,Weber County,$7.25
9431,Utah,"Logan, UT",$7.25
9434,Utah,"Ogden-Clearfield, UT",$7.25
9437,Utah,"Provo-Orem, UT",$7.25
9440,Utah,"St. George, UT",$7.25
9443,Utah,"Salt Lake City, UT",$7.25
9446,Vermont,Addison County,$10.96
9449,Vermont,Bennington County,$10.96
9452,Vermont,Caledonia County,$10.96
9455,Vermont,Chittenden County,$10.96
9458,Vermont,Essex County,$10.96
9461,Vermont,Franklin County,$10.96
9464,Vermont,Grand Isle County,$10.96
9467,Vermont,Lamoille County,$10.96
9470,Vermont,Orange County,$10.96
9473,Vermont,Orleans County,$10.96
9476,Vermont,Rutland County,$10.96
9479,Vermont,Washington County,$10.96
9482,Vermont,Windham County,$10.96
9485,Vermont,Windsor County,$10.96
9488,Vermont,"Burlington-South Burlington, VT",$10.96
9491,Virginia,Accomack County,$7.25
9494,Virginia,Albemarle County,$7.25
9497,Virginia,Alexandria city,$7.25
9500,Virginia,Alleghany County,$7.25
9503,Virginia,Amelia County,$7.25
9506,Virginia,Amherst County,$7.25
9509,Virginia,Appomattox County,$7.25
9512,Virginia,Arlington County,$7.25
9515,Virginia,Augusta County,$7.25
9518,Virginia,Bath County,$7.25
9521,Virginia,Bedford County,$7.25
9524,Virginia,Bland County,$7.25
9527,Virginia,Botetourt County,$7.25
9530,Virginia,Bristol city,$7.25
9533,Virginia,Brunswick County,$7.25
9536,Virginia,Buchanan County,$7.25
9539,Virginia,Buckingham County,$7.25
9542,Virginia,Buena Vista city,$7.25
9545,Virginia,Campbell County,$7.25
9548,Virginia,Caroline County,$7.25
9551,Virginia,Carroll County,$7.25
9554,Virginia,Charles City County,$7.25
9557,Virginia,Charlotte County,$7.25
9560,Virginia,Charlottesville city,$7.25
9563,Virginia,Chesapeake city,$7.25
9566,Virginia,Chesterfield County,$7.25
9569,Virginia,Clarke County,$7.25
9572,Virginia,Colonial Heights city,$7.25
9575,Virginia,Covington city,$7.25
9578,Virginia,Craig County,$7.25
9581,Virginia,Culpeper County,$7.25
9584,Virginia,Cumberland County,$7.25
9587,Virginia,Danville city,$7.25
9590,Virginia,Dickenson County,$7.25
9593,Virginia,Dinwiddie County,$7.25
9596,Virginia,Emporia city,$7.25
9599,Virginia,Essex County,$7.25
9602,Virginia,Fairfax city,$7.25
9605,Virginia,Fairfax County,$7.25
9608,Virginia,Falls Church city,$7.25
9611,Virginia,Fauquier County,$7.25
9614,Virginia,Floyd County,$7.25
9617,Virginia,Fluvanna County,$7.25
9620,Virginia,Franklin city,$7.25
9623,Virginia,Franklin County,$7.25
9626,Virginia,Frederick County,$7.25
9629,Virginia,Fredericksburg city,$7.25
9632,Virginia,Galax city,$7.25
9635,Virginia,Giles County,$7.25
9638,Virginia,Gloucester County,$7.25
9641,Virginia,Goochland County,$7.25
9644,Virginia,Grayson County,$7.25
9647,Virginia,Greene County,$7.25
9650,Virginia,Greensville County,$7.25
9653,Virginia,Halifax County,$7.25
9656,Virginia,Hampton city,$7.25
9659,Virginia,Hanover County,$7.25
9662,Virginia,Harrisonburg city,$7.25
9665,Virginia,Henrico County,$7.25
9668,Virginia,Henry County,$7.25
9671,Virginia,Highland County,$7.25
9674,Virginia,Hopewell city,$7.25
9677,Virginia,Isle of Wight County,$7.25
9680,Virginia,James City County,$7.25
9683,Virginia,King and Queen County,$7.25
9686,Virginia,King George County,$7.25
9689,Virginia,King William County,$7.25
9692,Virginia,Lancaster County,$7.25
9695,Virginia,Lee County,$7.25
9698,Virginia,Lexington city,$7.25
9701,Virginia,Loudoun County,$7.25
9704,Virginia,Louisa County,$7.25
9707,Virginia,Lunenburg County,$7.25
9710,Virginia,Lynchburg city,$7.25
9713,Virginia,Madison County,$7.25
9716,Virginia,Manassas city,$7.25
9719,Virginia,Manassas Park city,$7.25
9722,Virginia,Martinsville city,$7.25
9725,Virginia,Mathews County,$7.25
9728,Virginia,Mecklenburg County,$7.25
9731,Virginia,Middlesex County,$7.25
9734,Virginia,Montgomery County,$7.25
9737,Virginia,Nelson County,$7.25
9740,Virginia,New Kent County,$7.25
9743,Virginia,Newport News city,$7.25
9746,Virginia,Norfolk city,$7.25
9749,Virginia,Northampton County,$7.25
9752,Virginia,Northumberland County,$7.25
9755,Virginia,Norton city,$7.25
9758,Virginia,Nottoway County,$7.25
9761,Virginia,Orange County,$7.25
9764,Virginia,Page County,$7.25
9767,Virginia,Patrick County,$7.25
9770,Virginia,Petersburg city,$7.25
9773,Virginia,Pittsylvania County,$7.25
9776,Virginia,Poquoson city,$7.25
9779,Virginia,Portsmouth city,$7.25
9782,Virginia,Powhatan County,$7.25
9785,Virginia,Prince Edward County,$7.25
9788,Virginia,Prince George County,$7.25
9791,Virginia,Prince William County,$7.25
9794,Virginia,Pulaski County,$7.25
9797,Virginia,Radford city,$7.25
9800,Virginia,Rappahannock County,$7.25
9803,Virginia,Richmond city,$7.25
9806,Virginia,Richmond County,$7.25
9809,Virginia,Roanoke city,$7.25
9812,Virginia,Roanoke County,$7.25
9815,Virginia,Rockbridge County,$7.25
9818,Virginia,Rockingham County,$7.25
9821,Virginia,Russell County,$7.25
9824,Virginia,Salem city,$7.25
9827,Virginia,Scott County,$7.25
9830,Virginia,Shenandoah County,$7.25
9833,Virginia,Smyth County,$7.25
9836,Virginia,Southampton County,$7.25
9839,Virginia,Spotsylvania County,$7.25
9842,Virginia,Stafford County,$7.25
9845,Virginia,Staunton city,$7.25
9848,Virginia,Suffolk city,$7.25
9851,Virginia,Surry County,$7.25
9854,Virginia,Sussex County,$7.25
9857,Virginia,Tazewell County,$7.25
9860,Virginia,Virginia Beach city,$7.25
9863,Virginia,Warren County,$7.25
9866,Virginia,Washington County,$7.25
9869,Virginia,Waynesboro city,$7.25
9872,Virginia,Westmoreland County,$7.25
9875,Virginia,Williamsburg city,$7.25
9878,Virginia,Winchester city,$7.25
9881,Virginia,Wise County,$7.25
9884,Virginia,Wythe County,$7.25
9887,Virginia,York County,$7.25
9890,Virginia,"Blacksburg-Christiansburg-Radford, VA",$7.25
9893,Virginia,"Charlottesville, VA",$7.25
9896,Virginia,"Harrisonburg, VA",$7.25
9899,Virginia,"Lynchburg, VA",$7.25
9902,Virginia,"Richmond, VA",$7.25
9905,Virginia,"Roanoke, VA",$7.25
9908,Virginia,"Staunton-Waynesboro, VA",$7.25
9911,Virginia,"Virginia Beach-Norfolk-Newport News, VA",$7.25
9914,Virginia,"Winchester, VA",$7.25
9917,Washington,Adams County,$13.50
9920,Washington,Asotin County,$13.50
9923,Washington,Benton County,$13.50
9926,Washington,Chelan County,$13.50
9929,Washington,Clallam County,$13.50
9932,Washington,Clark County,$13.50
9935,Washington,Columbia County,$13.50
9938,Washington,Cowlitz County,$13.50
9941,Washington,Douglas County,$13.50
9944,Washington,Ferry County,$13.50
9947,Washington,Franklin County,$13.50
9950,Washington,Garfield County,$13.50
9953,Washington,Grant County,$13.50
9956,Washington,Grays Harbor County,$13.50
9959,Washington,Island County,$13.50
9962,Washington,Jefferson County,$13.50
9965,Washington,King County,$13.50
9968,Washington,Kitsap County,$13.50
9971,Washington,Kittitas County,$13.50
9974,Washington,Klickitat County,$13.50
9977,Washington,Lewis County,$13.50
9980,Washington,Lincoln County,$13.50
9983,Washington,Mason County,$13.50
9986,Washington,Okanogan County,$13.50
9989,Washington,Pacific County,$13.50
9992,Washington,Pend Oreille County,$13.50
9995,Washington,Pierce County,$13.50
9998,Washington,San Juan County,$13.50
10001,Washington,Skagit County,$13.50
10004,Washington,Skamania County,$13.50
10007,Washington,Snohomish County,$13.50
10010,Washington,Spokane County,$13.50
10013,Washington,Stevens County,$13.50
10016,Washington,Thurston County,$13.50
10019,Washington,Wahkiakum County,$13.50
10022,Washington,Walla Walla County,$13.50
10025,Washington,Whatcom County,$13.50
10028,Washington,Whitman County,$13.50
10031,Washington,Yakima County,$13.50
10034,Washington,"Bellingham, WA",$13.50
10037,Washington,"Bremerton-Silverdale, WA",$13.50
10040,Washington,"Kennewick-Richland, WA",$13.50
10043,Washington,"Longview, WA",$13.50
10046,Washington,"Mount Vernon-Anacortes, WA",$13.50
10049,Washington,"Olympia-Tumwater, WA",$13.50
10052,Washington,"Seattle-Tacoma-Bellevue, WA",$13.50
10055,Washington,"Spokane-Spokane Valley, WA",$13.50
10058,Washington,"Walla Walla, WA",$13.50
10061,Washington,"Wenatchee, WA",$13.50
10064,Washington,"Yakima, WA",$13.50
10067,West Virginia,Barbour County,$8.75
10070,West Virginia,Berkeley County,$8.75
10073,West Virginia,Boone County,$8.75
10076,West Virginia,Braxton County,$8.75
10079,West Virginia,Brooke County,$8.75
10082,West Virginia,Cabell County,$8.75
10085,West Virginia,Calhoun County,$8.75
10088,West Virginia,Clay County,$8.75
10091,West Virginia,Doddridge County,$8.75
10094,West Virginia,Fayette County,$8.75
10097,West Virginia,Gilmer County,$8.75
10100,West Virginia,Grant County,$8.75
10103,West Virginia,Greenbrier County,$8.75
10106,West Virginia,Hampshire County,$8.75
10109,West Virginia,Hancock County,$8.75
10112,West Virginia,Hardy County,$8.75
10115,West Virginia,Harrison County,$8.75
10118,West Virginia,Jackson County,$8.75
10121,West Virginia,Jefferson County,$8.75
10124,West Virginia,Kanawha County,$8.75
10127,West Virginia,Lewis County,$8.75
10130,West Virginia,Lincoln County,$8.75
10133,West Virginia,Logan County,$8.75
10136,West Virginia,Marion County,$8.75
10139,West Virginia,Marshall County,$8.75
10142,West Virginia,Mason County,$8.75
10145,West Virginia,McDowell County,$8.75
10148,West Virginia,Mercer County,$8.75
10151,West Virginia,Mineral County,$8.75
10154,West Virginia,Mingo County,$8.75
10157,West Virginia,Monongalia County,$8.75
10160,West Virginia,Monroe County,$8.75
10163,West Virginia,Morgan County,$8.75
10166,West Virginia,Nicholas County,$8.75
10169,West Virginia,Ohio County,$8.75
10172,West Virginia,Pendleton County,$8.75
10175,West Virginia,Pleasants County,$8.75
10178,West Virginia,Pocahontas County,$8.75
10181,West Virginia,Preston County,$8.75
10184,West Virginia,Putnam County,$8.75
10187,West Virginia,Raleigh County,$8.75
10190,West Virginia,Randolph County,$8.75
10193,West Virginia,Ritchie County,$8.75
10196,West Virginia,Roane County,$8.75
10199,West Virginia,Summers County,$8.75
10202,West Virginia,Taylor County,$8.75
10205,West Virginia,Tucker County,$8.75
10208,West Virginia,Tyler County,$8.75
10211,West Virginia,Upshur County,$8.75
10214,West Virginia,Wayne County,$8.75
10217,West Virginia,Webster County,$8.75
10220,West Virginia,Wetzel County,$8.75
10223,West Virginia,Wirt County,$8.75
10226,West Virginia,Wood County,$8.75
10229,West Virginia,Wyoming County,$8.75
10232,West Virginia,"Beckley, WV",$8.75
10235,West Virginia,"Charleston, WV",$8.75
10238,West Virginia,"Huntington-Ashland, WV",$8.75
10241,West Virginia,"Morgantown, WV",$8.75
10244,West Virginia,"Parkersburg-Vienna, WV",$8.75
10247,West Virginia,"Weirton-Steubenville, WV",$8.75
10250,West Virginia,"Wheeling, WV",$8.75
10253,Wisconsin,Adams County,$7.25
10256,Wisconsin,Ashland County,$7.25
10259,Wisconsin,Barron County,$7.25
10262,Wisconsin,Bayfield County,$7.25
10265,Wisconsin,Brown County,$7.25
10268,Wisconsin,Buffalo County,$7.25
10271,Wisconsin,Burnett County,$7.25
10274,Wisconsin,Calumet County,$7.25
10277,Wisconsin,Chippewa County,$7.25
10280,Wisconsin,Clark County,$7.25
10283,Wisconsin,Columbia County,$7.25
10286,Wisconsin,Crawford County,$7.25
10289,Wisconsin,Dane County,$7.25
10292,Wisconsin,Dodge County,$7.25
10295,Wisconsin,Door County,$7.25
10298,Wisconsin,Douglas County,$7.25
10301,Wisconsin,Dunn County,$7.25
10304,Wisconsin,Eau Claire County,$7.25
10307,Wisconsin,Florence County,$7.25
10310,Wisconsin,Fond du Lac County,$7.25
10313,Wisconsin,Forest County,$7.25
10316,Wisconsin,Grant County,$7.25
10319,Wisconsin,Green County,$7.25
10322,Wisconsin,Green Lake County,$7.25
10325,Wisconsin,Iowa County,$7.25
10328,Wisconsin,Iron County,$7.25
10331,Wisconsin,Jackson County,$7.25
10334,Wisconsin,Jefferson County,$7.25
10337,Wisconsin,Juneau County,$7.25
10340,Wisconsin,Kenosha County,$7.25
10343,Wisconsin,Kewaunee County,$7.25
10346,Wisconsin,La Crosse County,$7.25
10349,Wisconsin,Lafayette County,$7.25
10352,Wisconsin,Langlade County,$7.25
10355,Wisconsin,Lincoln County,$7.25
10358,Wisconsin,Manitowoc County,$7.25
10361,Wisconsin,Marathon County,$7.25
10364,Wisconsin,Marinette County,$7.25
10367,Wisconsin,Marquette County,$7.25
10370,Wisconsin,Menominee County,$7.25
10373,Wisconsin,Milwaukee County,$7.25
10376,Wisconsin,Monroe County,$7.25
10379,Wisconsin,Oconto County,$7.25
10382,Wisconsin,Oneida County,$7.25
10385,Wisconsin,Outagamie County,$7.25
10388,Wisconsin,Ozaukee County,$7.25
10391,Wisconsin,Pepin County,$7.25
10394,Wisconsin,Pierce County,$7.25
10397,Wisconsin,Polk County,$7.25
10400,Wisconsin,Portage County,$7.25
10403,Wisconsin,Price County,$7.25
10406,Wisconsin,Racine County,$7.25
10409,Wisconsin,Richland County,$7.25
10412,Wisconsin,Rock County,$7.25
10415,Wisconsin,Rusk County,$7.25
10418,Wisconsin,Sauk County,$7.25
10421,Wisconsin,Sawyer County,$7.25
10424,Wisconsin,Shawano County,$7.25
10427,Wisconsin,Sheboygan County,$7.25
10430,Wisconsin,St. Croix County,$7.25
10433,Wisconsin,Taylor County,$7.25
10436,Wisconsin,Trempealeau County,$7.25
10439,Wisconsin,Vernon County,$7.25
10442,Wisconsin,Vilas County,$7.25
10445,Wisconsin,Walworth County,$7.25
10448,Wisconsin,Washburn County,$7.25
10451,Wisconsin,Washington County,$7.25
10454,Wisconsin,Waukesha County,$7.25
10457,Wisconsin,Waupaca County,$7.25
10460,Wisconsin,Waushara County,$7.25
10463,Wisconsin,Winnebago County,$7.25
10466,Wisconsin,Wood County,$7.25
10469,Wisconsin,"Appleton, WI",$7.25
