,Unnamed: 0_level_0,1 ADULT,1 ADULT,1 ADULT,1 ADULT,2 ADULTS(1 WORKING),2 ADULTS(1 WORKING),2 ADULTS(1 WORKING),2 ADULTS(1 WORKING),2 ADULTS(BOTH WORKING),2 ADULTS(BOTH WORKING),2 ADULTS(BOTH WORKING),2 ADULTS(BOTH WORKING),State,County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Alabama,Russell County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Alabama,Russell County
0,Living Wage,$15.16,$28.54,$34.69,$44.12,$23.74,$27.80,$31.40,$33.74,$11.87,$15.66,$19.22,$22.15,Alabama,Shelby County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Alabama,Shelby County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Alabama,Shelby County
0,Living Wage,$15.16,$28.54,$34.69,$44.12,$23.74,$27.80,$31.40,$33.74,$11.87,$15.66,$19.22,$22.15,Alabama,St. Clair County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Alabama,St. Clair County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Alabama,St. Clair County
0,Living Wage,$13.40,$26.45,$32.25,$40.47,$21.61,$26.04,$29.64,$31.10,$10.80,$14.61,$18.00,$20.32,Alabama,Sumter County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Alabama,Sumter County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Alabama,Sumter County
0,Living Wage,$12.89,$25.35,$30.73,$38.55,$21.09,$25.36,$28.97,$30.45,$10.55,$14.06,$17.24,$19.36,Alabama,Talladega County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Alabama,Talladega County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Alabama,Talladega County
0,Living Wage,$13.04,$26.13,$32.51,$41.87,$21.29,$25.13,$28.74,$30.76,$10.65,$14.45,$18.13,$21.02,Alabama,Tallapoosa County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Alabama,Tallapoosa County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Alabama,Tallapoosa County
0,Living Wage,$14.55,$27.48,$33.29,$41.96,$22.86,$27.08,$30.68,$32.60,$11.43,$15.13,$18.52,$21.07,Alabama,Tuscaloosa County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Alabama,Tuscaloosa County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Alabama,Tuscaloosa County
0,Living Wage,$13.46,$26.87,$33.02,$41.60,$21.67,$26.12,$29.73,$31.21,$10.83,$14.82,$18.38,$20.88,Alabama,Walker County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Alabama,Walker County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Alabama,Walker County
0,Living Wage,$12.84,$25.96,$32.13,$40.68,$21.09,$25.18,$28.78,$30.20,$10.55,$14.36,$17.94,$20.43,Alabama,Washington County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Alabama,Washington County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Alabama,Washington County
0,Living Wage,$12.81,$25.82,$31.90,$40.96,$21.44,$25.13,$28.74,$30.77,$10.72,$14.29,$17.82,$20.57,Alabama,Wilcox County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Alabama,Wilcox County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Alabama,Wilcox County
0,Living Wage,$12.72,$26.19,$32.64,$42.14,$20.92,$25.13,$28.74,$30.83,$10.46,$14.48,$18.20,$21.16,Alabama,Winston County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Alabama,Winston County
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Alabama,Winston County
0,Living Wage,$12.74,$25.72,$31.10,$39.10,$21.37,$25.74,$29.34,$31.00,$10.46,$14.25,$17.43,$19.64,Alabama,"Anniston-Oxford-Jacksonville, AL"
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Alabama,"Anniston-Oxford-Jacksonville, AL"
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Alabama,"Anniston-Oxford-Jacksonville, AL"
0,Living Wage,$13.43,$27.52,$33.91,$43.23,$22.02,$26.53,$30.13,$32.11,$10.80,$15.14,$18.83,$21.70,Alabama,"Auburn-Opelika, AL"
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Alabama,"Auburn-Opelika, AL"
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Alabama,"Auburn-Opelika, AL"
0,Living Wage,$15.31,$28.96,$35.30,$45.01,$23.89,$28.01,$31.61,$34.03,$11.74,$15.86,$19.52,$22.59,Alabama,"Birmingham-Hoover, AL"
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Alabama,"Birmingham-Hoover, AL"
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Alabama,"Birmingham-Hoover, AL"
0,Living Wage,$14.71,$28.05,$34.23,$43.91,$22.92,$27.27,$30.88,$33.43,$11.44,$15.41,$18.99,$22.04,Alabama,"Daphne-Fairhope-Foley, AL"
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Alabama,"Daphne-Fairhope-Foley, AL"
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Alabama,"Daphne-Fairhope-Foley, AL"
0,Living Wage,$12.83,$26.70,$33.15,$42.16,$21.47,$25.64,$29.25,$30.85,$10.50,$14.74,$18.45,$21.17,Alabama,"Decatur, AL"
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Alabama,"Decatur, AL"
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Alabama,"Decatur, AL"
0,Living Wage,$12.97,$25.44,$30.82,$38.80,$21.20,$25.45,$29.05,$30.70,$10.57,$14.10,$17.28,$19.49,Alabama,"Dothan, AL"
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Alabama,"Dothan, AL"
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Alabama,"Dothan, AL"
0,Living Wage,$12.96,$26.89,$33.34,$42.33,$21.61,$25.84,$29.44,$31.02,$10.57,$14.83,$18.55,$21.25,Alabama,"Florence-Muscle Shoals, AL"
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Alabama,"Florence-Muscle Shoals, AL"
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Alabama,"Florence-Muscle Shoals, AL"
0,Living Wage,$13.13,$25.41,$30.54,$38.09,$21.34,$25.69,$29.29,$30.77,$10.66,$14.09,$17.14,$19.13,Alabama,"Gadsden, AL"
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Alabama,"Gadsden, AL"
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Alabama,"Gadsden, AL"
0,Living Wage,$13.45,$27.38,$33.83,$43.24,$22.29,$26.32,$29.92,$31.93,$10.81,$15.07,$18.79,$21.71,Alabama,"Huntsville, AL"
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Alabama,"Huntsville, AL"
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Alabama,"Huntsville, AL"
0,Living Wage,$14.15,$27.38,$33.42,$42.54,$22.37,$26.74,$30.34,$32.47,$11.17,$15.08,$18.59,$21.36,Alabama,"Mobile, AL"
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Alabama,"Mobile, AL"
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Alabama,"Mobile, AL"
0,Living Wage,$13.56,$27.35,$33.42,$42.17,$22.59,$26.66,$30.27,$31.98,$10.87,$15.06,$18.59,$21.17,Alabama,"Montgomery, AL"
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Alabama,"Montgomery, AL"
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Alabama,"Montgomery, AL"
0,Living Wage,$14.23,$26.99,$32.69,$41.18,$22.52,$26.69,$30.29,$32.13,$11.20,$14.88,$18.22,$20.68,Alabama,"Tuscaloosa, AL"
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Alabama,"Tuscaloosa, AL"
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Alabama,"Tuscaloosa, AL"
0,Living Wage,$14.67,$28.92,$35.73,$45.58,$22.86,$27.59,$31.14,$33.53,$11.43,$15.87,$19.72,$23.00,Alaska,Aleutians East Borough
1,Poverty Wage,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,Alaska,Aleutians East Borough
2,Minimum Wage,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,Alaska,Aleutians East Borough
0,Living Wage,$16.67,$33.56,$41.32,$53.02,$25.68,$31.29,$34.84,$38.14,$12.84,$18.19,$22.52,$26.72,Alaska,Aleutians West Census Area
1,Poverty Wage,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,Alaska,Aleutians West Census Area
2,Minimum Wage,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,Alaska,Aleutians West Census Area
0,Living Wage,$15.27,$30.21,$37.64,$49.98,$23.38,$28.28,$31.82,$36.11,$11.69,$16.52,$20.67,$25.20,Alaska,Anchorage Municipality
1,Poverty Wage,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,Alaska,Anchorage Municipality
2,Minimum Wage,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,Alaska,Anchorage Municipality
0,Living Wage,$17.28,$31.25,$37.14,$46.87,$26.68,$30.84,$34.39,$37.59,$13.34,$17.04,$20.43,$23.64,Alaska,Bethel Census Area
1,Poverty Wage,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,Alaska,Bethel Census Area
2,Minimum Wage,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,Alaska,Bethel Census Area
0,Living Wage,$14.66,$29.80,$37.51,$49.08,$23.14,$27.58,$31.13,$34.36,$11.57,$16.32,$20.61,$24.75,Alaska,Bristol Bay Borough
1,Poverty Wage,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,Alaska,Bristol Bay Borough
2,Minimum Wage,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,Alaska,Bristol Bay Borough
0,Living Wage,$16.25,$32.03,$39.71,$50.98,$24.68,$29.84,$33.39,$36.34,$12.34,$17.43,$21.71,$25.70,Alaska,Denali Borough
1,Poverty Wage,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,Alaska,Denali Borough
2,Minimum Wage,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,Alaska,Denali Borough
0,Living Wage,$15.38,$29.54,$35.70,$46.26,$24.48,$28.87,$32.41,$36.17,$12.24,$16.18,$19.71,$23.34,Alaska,Dillingham Census Area
1,Poverty Wage,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,Alaska,Dillingham Census Area
2,Minimum Wage,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,Alaska,Dillingham Census Area
0,Living Wage,$14.79,$31.08,$39.23,$52.36,$23.49,$28.41,$31.96,$36.29,$11.74,$16.95,$21.47,$26.39,Alaska,Fairbanks North Star Borough
1,Poverty Wage,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,Alaska,Fairbanks North Star Borough
2,Minimum Wage,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,Alaska,Fairbanks North Star Borough
0,Living Wage,$13.98,$28.79,$36.47,$47.86,$22.19,$26.61,$30.16,$33.25,$11.10,$15.81,$20.09,$24.14,Alaska,Haines Borough
1,Poverty Wage,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,Alaska,Haines Borough
2,Minimum Wage,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,Alaska,Haines Borough
0,Living Wage,$13.32,$27.12,$33.57,$43.37,$22.57,$26.16,$29.71,$32.41,$11.28,$14.97,$18.64,$21.89,Alaska,Hoonah-Angoon Census Area
1,Poverty Wage,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,Alaska,Hoonah-Angoon Census Area
2,Minimum Wage,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,Alaska,Hoonah-Angoon Census Area
0,Living Wage,$15.48,$29.99,$36.00,$47.42,$24.48,$29.46,$33.01,$37.78,$12.24,$16.41,$19.86,$23.91,Alaska,Juneau City and Borough
1,Poverty Wage,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,Alaska,Juneau City and Borough
2,Minimum Wage,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,Alaska,Juneau City and Borough
0,Living Wage,$15.01,$29.85,$37.67,$49.29,$22.81,$27.52,$31.07,$34.24,$11.40,$16.34,$20.69,$24.85,Alaska,Kenai Peninsula Borough
1,Poverty Wage,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,Alaska,Kenai Peninsula Borough
2,Minimum Wage,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,Alaska,Kenai Peninsula Borough
0,Living Wage,$15.18,$28.32,$33.12,$42.34,$23.94,$29.01,$32.55,$36.33,$11.97,$15.57,$18.42,$21.38,Alaska,Ketchikan Gateway Borough
1,Poverty Wage,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,Alaska,Ketchikan Gateway Borough
2,Minimum Wage,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,Alaska,Ketchikan Gateway Borough
0,Living Wage,$15.83,$30.96,$38.29,$50.91,$24.03,$29.13,$32.68,$37.33,$12.01,$16.90,$21.00,$25.66,Alaska,Kodiak Island Borough
1,Poverty Wage,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,Alaska,Kodiak Island Borough
2,Minimum Wage,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,Alaska,Kodiak Island Borough
0,Living Wage,$13.44,$25.14,$29.92,$37.30,$21.65,$25.85,$29.40,$31.36,$10.82,$13.98,$16.82,$18.86,Alaska,Kusilvak Census Area
1,Poverty Wage,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,Alaska,Kusilvak Census Area
2,Minimum Wage,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,Alaska,Kusilvak Census Area
0,Living Wage,$13.27,$25.54,$30.97,$39.37,$21.61,$25.61,$29.16,$31.49,$10.80,$14.19,$17.34,$19.89,Alaska,Lake and Peninsula Borough
1,Poverty Wage,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,Alaska,Lake and Peninsula Borough
2,Minimum Wage,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,Alaska,Lake and Peninsula Borough
0,Living Wage,$13.97,$28.09,$35.15,$46.36,$22.05,$26.52,$30.07,$33.57,$11.03,$15.46,$19.43,$23.38,Alaska,Matanuska-Susitna Borough
1,Poverty Wage,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,Alaska,Matanuska-Susitna Borough
2,Minimum Wage,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,Alaska,Matanuska-Susitna Borough
0,Living Wage,$17.59,$31.51,$37.69,$47.69,$26.11,$30.82,$34.37,$37.56,$13.06,$17.17,$20.70,$24.05,Alaska,Nome Census Area
1,Poverty Wage,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,Alaska,Nome Census Area
2,Minimum Wage,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,Alaska,Nome Census Area
0,Living Wage,$16.45,$31.13,$38.29,$48.94,$24.72,$29.46,$33.01,$35.86,$12.36,$16.98,$21.00,$24.68,Alaska,North Slope Borough
1,Poverty Wage,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,Alaska,North Slope Borough
2,Minimum Wage,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,Alaska,North Slope Borough
0,Living Wage,$17.08,$29.92,$36.33,$47.10,$24.87,$28.99,$32.54,$36.26,$12.44,$16.37,$20.02,$23.76,Alaska,Northwest Arctic Borough
1,Poverty Wage,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,Alaska,Northwest Arctic Borough
2,Minimum Wage,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,Alaska,Northwest Arctic Borough
0,Living Wage,$14.14,$28.58,$35.23,$44.86,$23.16,$27.42,$30.97,$33.32,$11.58,$15.70,$19.47,$22.64,Alaska,Petersburg Borough
1,Poverty Wage,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,Alaska,Petersburg Borough
2,Minimum Wage,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,Alaska,Petersburg Borough
0,Living Wage,$14.43,$27.40,$33.30,$42.07,$22.42,$27.00,$30.55,$32.79,$11.21,$15.12,$18.50,$21.24,Alaska,Prince of Wales-Hyder Census Area
1,Poverty Wage,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,Alaska,Prince of Wales-Hyder Census Area
2,Minimum Wage,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,Alaska,Prince of Wales-Hyder Census Area
0,Living Wage,$15.37,$29.63,$36.56,$48.23,$24.01,$28.19,$31.74,$35.86,$12.01,$16.23,$20.13,$24.32,Alaska,Sitka City and Borough
1,Poverty Wage,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,Alaska,Sitka City and Borough
2,Minimum Wage,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,Alaska,Sitka City and Borough
0,Living Wage,$15.67,$30.26,$37.22,$48.03,$24.63,$28.78,$32.33,$35.53,$12.32,$16.54,$20.47,$24.22,Alaska,Skagway Municipality
1,Poverty Wage,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,Alaska,Skagway Municipality
2,Minimum Wage,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,Alaska,Skagway Municipality
0,Living Wage,$15.11,$29.66,$36.58,$48.40,$24.13,$28.22,$31.77,$36.03,$12.06,$16.24,$20.15,$24.41,Alaska,Southeast Fairbanks Census Area
1,Poverty Wage,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,Alaska,Southeast Fairbanks Census Area
2,Minimum Wage,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,Alaska,Southeast Fairbanks Census Area
0,Living Wage,$14.43,$29.92,$37.49,$48.15,$24.05,$27.85,$31.39,$33.85,$12.02,$16.38,$20.60,$24.28,Alaska,Valdez-Cordova Census Area
1,Poverty Wage,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,Alaska,Valdez-Cordova Census Area
2,Minimum Wage,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,Alaska,Valdez-Cordova Census Area
0,Living Wage,$14.12,$26.89,$32.99,$42.12,$21.88,$26.29,$29.84,$32.24,$10.94,$14.86,$18.35,$21.27,Alaska,Wrangell City and Borough
1,Poverty Wage,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,Alaska,Wrangell City and Borough
2,Minimum Wage,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,Alaska,Wrangell City and Borough
0,Living Wage,$14.79,$28.86,$35.45,$45.11,$23.00,$27.77,$31.31,$33.75,$11.50,$15.84,$19.58,$22.76,Alaska,Yakutat City and Borough
1,Poverty Wage,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,Alaska,Yakutat City and Borough
2,Minimum Wage,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,Alaska,Yakutat City and Borough
0,Living Wage,$12.84,$24.55,$29.60,$38.11,$21.55,$25.00,$28.55,$31.37,$10.77,$13.69,$16.66,$19.26,Alaska,Yukon-Koyukuk Census Area
1,Poverty Wage,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,Alaska,Yukon-Koyukuk Census Area
2,Minimum Wage,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,Alaska,Yukon-Koyukuk Census Area
0,Living Wage,$14.93,$29.65,$36.98,$49.02,$23.03,$27.81,$31.36,$35.44,$11.33,$16.24,$20.35,$24.72,Alaska,"Anchorage, AK"
1,Poverty Wage,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,Alaska,"Anchorage, AK"
2,Minimum Wage,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,Alaska,"Anchorage, AK"
0,Living Wage,$14.79,$31.08,$39.23,$52.36,$23.49,$28.41,$31.96,$36.29,$11.26,$16.95,$21.47,$26.39,Alaska,"Fairbanks, AK"
1,Poverty Wage,$7.67,$10.36,$13.05,$15.75,$10.36,$13.05,$15.75,$18.44,$5.18,$6.53,$7.87,$9.22,Alaska,"Fairbanks, AK"
2,Minimum Wage,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,$10.19,Alaska,"Fairbanks, AK"
0,Living Wage,$13.32,$27.35,$34.06,$43.68,$22.59,$26.42,$30.15,$32.39,$11.30,$15.16,$18.98,$22.06,Arizona,Apache County
