County,State,FIPS,pov 1a0c,pov 1a1c,pov 1a2c,pov 1a3c,pov 2a1w0c,pov 2a1w1c,pov 2a1w2c,pov 2a1w3c,pov 2a2w0c,pov 2a2w1c,pov 2a2w2c,pov 2a2w3c,live 1a0c,live 1a1c,live 1a2c,live 1a3c,live 2a1w0c,live 2a1w1c,live 2a1w2c,live 2a1w3c,live 2a2w0c,live 2a2w1c,live 2a2w2c,live 2a2w3c,min 1a0c,min 1a1c,min 1a2c,min 1a3c,min 2a1w0c,min 2a1w1c,min 2a1w2c,min 2a1w3c,min 2a2w0c,min 2a2w1c,min 2a2w2c,min 2a2w3c
Marion County,AL,1089,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.72 ,$25.54 ,$31.34 ,$39.75 ,$20.92 ,$25.13 ,$28.74 ,$30.39 ,$10.46 ,$14.16 ,$17.55 ,$19.96 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Marion County,AL,1087,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.72 ,$25.54 ,$31.34 ,$39.75 ,$20.92 ,$25.13 ,$28.74 ,$30.39 ,$10.46 ,$14.16 ,$17.55 ,$19.96 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Marshall County,AL,1095,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.84 ,$25.01 ,$30.13 ,$37.95 ,$21.04 ,$25.28 ,$28.89 ,$30.63 ,$10.52 ,$13.89 ,$16.94 ,$19.06 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Mobile County,AL,1097,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$14.37 ,$27.78 ,$33.96 ,$43.30 ,$22.59 ,$27.00 ,$30.60 ,$32.81 ,$11.29 ,$15.28 ,$18.85 ,$21.73 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Monroe County,AL,1099,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.81 ,$25.91 ,$32.09 ,$40.46 ,$21.44 ,$25.13 ,$28.74 ,$29.98 ,$10.72 ,$14.34 ,$17.92 ,$20.32 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Montgomery County,AL,1101,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.58 ,$27.37 ,$33.45 ,$42.19 ,$22.61 ,$26.69 ,$30.29 ,$32.00 ,$11.30 ,$15.07 ,$18.60 ,$21.18 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Morgan County,AL,1103,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.85 ,$26.72 ,$33.18 ,$42.19 ,$21.50 ,$25.67 ,$29.27 ,$30.88 ,$10.75 ,$14.75 ,$18.46 ,$21.18 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Perry County,AL,1105,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.15 ,$25.54 ,$31.34 ,$39.45 ,$21.44 ,$25.13 ,$28.74 ,$30.09 ,$10.72 ,$14.16 ,$17.55 ,$19.81 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Pickens County,AL,1107,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.89 ,$25.54 ,$31.34 ,$39.79 ,$21.09 ,$25.13 ,$28.74 ,$30.43 ,$10.55 ,$14.16 ,$17.55 ,$19.98 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Pike County,AL,1109,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.67 ,$25.19 ,$30.57 ,$38.65 ,$21.50 ,$25.21 ,$28.81 ,$30.55 ,$10.75 ,$13.98 ,$17.16 ,$19.41 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Randolph County,AL,1111,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.81 ,$25.12 ,$30.50 ,$38.61 ,$21.43 ,$25.13 ,$28.74 ,$30.51 ,$10.72 ,$13.95 ,$17.13 ,$19.39 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Russell County,AL,1113,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.66 ,$27.39 ,$33.78 ,$43.22 ,$22.38 ,$26.40 ,$30.01 ,$32.11 ,$11.19 ,$15.08 ,$18.77 ,$21.70 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Shelby County,AL,1117,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$15.16 ,$28.54 ,$34.69 ,$44.12 ,$23.74 ,$27.80 ,$31.40 ,$33.74 ,$11.87 ,$15.66 ,$19.22 ,$22.15 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
St. Clair County,AL,1115,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$15.16 ,$28.54 ,$34.69 ,$44.12 ,$23.74 ,$27.80 ,$31.40 ,$33.74 ,$11.87 ,$15.66 ,$19.22 ,$22.15 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Sumter County,AL,1119,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.40 ,$26.45 ,$32.25 ,$40.47 ,$21.61 ,$26.04 ,$29.64 ,$31.10 ,$10.80 ,$14.61 ,$18.00 ,$20.32 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Talladega County,AL,1121,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.89 ,$25.35 ,$30.73 ,$38.55 ,$21.09 ,$25.36 ,$28.97 ,$30.45 ,$10.55 ,$14.06 ,$17.24 ,$19.36 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Tallapoosa County,AL,1123,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.04 ,$26.13 ,$32.51 ,$41.87 ,$21.29 ,$25.13 ,$28.74 ,$30.76 ,$10.65 ,$14.45 ,$18.13 ,$21.02 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Tuscaloosa County,AL,1125,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$14.55 ,$27.48 ,$33.29 ,$41.96 ,$22.86 ,$27.08 ,$30.68 ,$32.60 ,$11.43 ,$15.13 ,$18.52 ,$21.07 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Walker County,AL,1127,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.46 ,$26.87 ,$33.02 ,$41.60 ,$21.67 ,$26.12 ,$29.73 ,$31.21 ,$10.83 ,$14.82 ,$18.38 ,$20.88 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Washington County,AL,1129,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.84 ,$25.96 ,$32.13 ,$40.68 ,$21.09 ,$25.18 ,$28.78 ,$30.20 ,$10.55 ,$14.36 ,$17.94 ,$20.43 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Wilcox County,AL,1131,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.81 ,$25.82 ,$31.90 ,$40.96 ,$21.44 ,$25.13 ,$28.74 ,$30.77 ,$10.72 ,$14.29 ,$17.82 ,$20.57 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Winston County,AL,1133,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.72 ,$26.19 ,$32.64 ,$42.14 ,$20.92 ,$25.13 ,$28.74 ,$30.83 ,$10.46 ,$14.48 ,$18.20 ,$21.16 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
"Mobile, AL",AL,1097,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$14.15 ,$27.38 ,$33.42 ,$42.54 ,$22.37 ,$26.74 ,$30.34 ,$32.47 ,$11.17 ,$15.08 ,$18.59 ,$21.36 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
"Montgomery, AL",AL,1101,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.56 ,$27.35 ,$33.42 ,$42.17 ,$22.59 ,$26.66 ,$30.27 ,$31.98 ,$10.87 ,$15.06 ,$18.59 ,$21.17 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
"Tuscaloosa, AL",AL,1125,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$14.23 ,$26.99 ,$32.69 ,$41.18 ,$22.52 ,$26.69 ,$30.29 ,$32.13 ,$11.20 ,$14.88 ,$18.22 ,$20.68 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Aleutians East Borough,AK,2013,$7.67 ,$10.36 ,$13.05 ,$15.75 ,$10.36 ,$13.05 ,$15.75 ,$18.44 ,$5.18 ,$6.53 ,$7.87 ,$9.22 ,$14.67 ,$28.92 ,$35.73 ,$45.58 ,$22.86 ,$27.59 ,$31.14 ,$33.53 ,$11.43 ,$15.87 ,$19.72 ,$23.00 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 
Aleutians West Census Area,AK,2016,$7.67 ,$10.36 ,$13.05 ,$15.75 ,$10.36 ,$13.05 ,$15.75 ,$18.44 ,$5.18 ,$6.53 ,$7.87 ,$9.22 ,$16.67 ,$33.56 ,$41.32 ,$53.02 ,$25.68 ,$31.29 ,$34.84 ,$38.14 ,$12.84 ,$18.19 ,$22.52 ,$26.72 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 
Anchorage Municipality,AK,2020,$7.67 ,$10.36 ,$13.05 ,$15.75 ,$10.36 ,$13.05 ,$15.75 ,$18.44 ,$5.18 ,$6.53 ,$7.87 ,$9.22 ,$15.27 ,$30.21 ,$37.64 ,$49.98 ,$23.38 ,$28.28 ,$31.82 ,$36.11 ,$11.69 ,$16.52 ,$20.67 ,$25.20 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 
Bethel Census Area,AK,2050,$7.67 ,$10.36 ,$13.05 ,$15.75 ,$10.36 ,$13.05 ,$15.75 ,$18.44 ,$5.18 ,$6.53 ,$7.87 ,$9.22 ,$17.28 ,$31.25 ,$37.14 ,$46.87 ,$26.68 ,$30.84 ,$34.39 ,$37.59 ,$13.34 ,$17.04 ,$20.43 ,$23.64 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 
Bristol Bay Borough,AK,2060,$7.67 ,$10.36 ,$13.05 ,$15.75 ,$10.36 ,$13.05 ,$15.75 ,$18.44 ,$5.18 ,$6.53 ,$7.87 ,$9.22 ,$14.66 ,$29.80 ,$37.51 ,$49.08 ,$23.14 ,$27.58 ,$31.13 ,$34.36 ,$11.57 ,$16.32 ,$20.61 ,$24.75 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 
Denali Borough,AK,2068,$7.67 ,$10.36 ,$13.05 ,$15.75 ,$10.36 ,$13.05 ,$15.75 ,$18.44 ,$5.18 ,$6.53 ,$7.87 ,$9.22 ,$16.25 ,$32.03 ,$39.71 ,$50.98 ,$24.68 ,$29.84 ,$33.39 ,$36.34 ,$12.34 ,$17.43 ,$21.71 ,$25.70 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 
Dillingham Census Area,AK,2070,$7.67 ,$10.36 ,$13.05 ,$15.75 ,$10.36 ,$13.05 ,$15.75 ,$18.44 ,$5.18 ,$6.53 ,$7.87 ,$9.22 ,$15.38 ,$29.54 ,$35.70 ,$46.26 ,$24.48 ,$28.87 ,$32.41 ,$36.17 ,$12.24 ,$16.18 ,$19.71 ,$23.34 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 
Fairbanks North Star Borough,AK,2090,$7.67 ,$10.36 ,$13.05 ,$15.75 ,$10.36 ,$13.05 ,$15.75 ,$18.44 ,$5.18 ,$6.53 ,$7.87 ,$9.22 ,$14.79 ,$31.08 ,$39.23 ,$52.36 ,$23.49 ,$28.41 ,$31.96 ,$36.29 ,$11.74 ,$16.95 ,$21.47 ,$26.39 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 
Haines Borough,AK,2100,$7.67 ,$10.36 ,$13.05 ,$15.75 ,$10.36 ,$13.05 ,$15.75 ,$18.44 ,$5.18 ,$6.53 ,$7.87 ,$9.22 ,$13.98 ,$28.79 ,$36.47 ,$47.86 ,$22.19 ,$26.61 ,$30.16 ,$33.25 ,$11.10 ,$15.81 ,$20.09 ,$24.14 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 
Kenai Peninsula Borough,AK,2122,$7.67 ,$10.36 ,$13.05 ,$15.75 ,$10.36 ,$13.05 ,$15.75 ,$18.44 ,$5.18 ,$6.53 ,$7.87 ,$9.22 ,$15.01 ,$29.85 ,$37.67 ,$49.29 ,$22.81 ,$27.52 ,$31.07 ,$34.24 ,$11.40 ,$16.34 ,$20.69 ,$24.85 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 
Ketchikan Gateway Borough,AK,2130,$7.67 ,$10.36 ,$13.05 ,$15.75 ,$10.36 ,$13.05 ,$15.75 ,$18.44 ,$5.18 ,$6.53 ,$7.87 ,$9.22 ,$15.18 ,$28.32 ,$33.12 ,$42.34 ,$23.94 ,$29.01 ,$32.55 ,$36.33 ,$11.97 ,$15.57 ,$18.42 ,$21.38 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 
Kodiak Island Borough,AK,2150,$7.67 ,$10.36 ,$13.05 ,$15.75 ,$10.36 ,$13.05 ,$15.75 ,$18.44 ,$5.18 ,$6.53 ,$7.87 ,$9.22 ,$15.83 ,$30.96 ,$38.29 ,$50.91 ,$24.03 ,$29.13 ,$32.68 ,$37.33 ,$12.01 ,$16.90 ,$21.00 ,$25.66 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 
Lake and Peninsula Borough,AK,2164,$7.67 ,$10.36 ,$13.05 ,$15.75 ,$10.36 ,$13.05 ,$15.75 ,$18.44 ,$5.18 ,$6.53 ,$7.87 ,$9.22 ,$13.27 ,$25.54 ,$30.97 ,$39.37 ,$21.61 ,$25.61 ,$29.16 ,$31.49 ,$10.80 ,$14.19 ,$17.34 ,$19.89 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 
Matanuska-Susitna Borough,AK,2170,$7.67 ,$10.36 ,$13.05 ,$15.75 ,$10.36 ,$13.05 ,$15.75 ,$18.44 ,$5.18 ,$6.53 ,$7.87 ,$9.22 ,$13.97 ,$28.09 ,$35.15 ,$46.36 ,$22.05 ,$26.52 ,$30.07 ,$33.57 ,$11.03 ,$15.46 ,$19.43 ,$23.38 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 
Nome Census Area,AK,2180,$7.67 ,$10.36 ,$13.05 ,$15.75 ,$10.36 ,$13.05 ,$15.75 ,$18.44 ,$5.18 ,$6.53 ,$7.87 ,$9.22 ,$17.59 ,$31.51 ,$37.69 ,$47.69 ,$26.11 ,$30.82 ,$34.37 ,$37.56 ,$13.06 ,$17.17 ,$20.70 ,$24.05 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 
North Slope Borough,AK,2185,$7.67 ,$10.36 ,$13.05 ,$15.75 ,$10.36 ,$13.05 ,$15.75 ,$18.44 ,$5.18 ,$6.53 ,$7.87 ,$9.22 ,$16.45 ,$31.13 ,$38.29 ,$48.94 ,$24.72 ,$29.46 ,$33.01 ,$35.86 ,$12.36 ,$16.98 ,$21.00 ,$24.68 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 
Northwest Arctic Borough,AK,2188,$7.67 ,$10.36 ,$13.05 ,$15.75 ,$10.36 ,$13.05 ,$15.75 ,$18.44 ,$5.18 ,$6.53 ,$7.87 ,$9.22 ,$17.08 ,$29.92 ,$36.33 ,$47.10 ,$24.87 ,$28.99 ,$32.54 ,$36.26 ,$12.44 ,$16.37 ,$20.02 ,$23.76 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 
Sitka City and Borough,AK,2220,$7.67 ,$10.36 ,$13.05 ,$15.75 ,$10.36 ,$13.05 ,$15.75 ,$18.44 ,$5.18 ,$6.53 ,$7.87 ,$9.22 ,$15.37 ,$29.63 ,$36.56 ,$48.23 ,$24.01 ,$28.19 ,$31.74 ,$35.86 ,$12.01 ,$16.23 ,$20.13 ,$24.32 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 
Southeast Fairbanks Census Area,AK,2240,$7.67 ,$10.36 ,$13.05 ,$15.75 ,$10.36 ,$13.05 ,$15.75 ,$18.44 ,$5.18 ,$6.53 ,$7.87 ,$9.22 ,$15.11 ,$29.66 ,$36.58 ,$48.40 ,$24.13 ,$28.22 ,$31.77 ,$36.03 ,$12.06 ,$16.24 ,$20.15 ,$24.41 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 
Valdez-Cordova Census Area,AK,2261,$7.67 ,$10.36 ,$13.05 ,$15.75 ,$10.36 ,$13.05 ,$15.75 ,$18.44 ,$5.18 ,$6.53 ,$7.87 ,$9.22 ,$14.43 ,$29.92 ,$37.49 ,$48.15 ,$24.05 ,$27.85 ,$31.39 ,$33.85 ,$12.02 ,$16.38 ,$20.60 ,$24.28 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 
Yakutat City and Borough,AK,2282,$7.67 ,$10.36 ,$13.05 ,$15.75 ,$10.36 ,$13.05 ,$15.75 ,$18.44 ,$5.18 ,$6.53 ,$7.87 ,$9.22 ,$14.79 ,$28.86 ,$35.45 ,$45.11 ,$23.00 ,$27.77 ,$31.31 ,$33.75 ,$11.50 ,$15.84 ,$19.58 ,$22.76 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 
Yukon-Koyukuk Census Area,AK,2290,$7.67 ,$10.36 ,$13.05 ,$15.75 ,$10.36 ,$13.05 ,$15.75 ,$18.44 ,$5.18 ,$6.53 ,$7.87 ,$9.22 ,$12.84 ,$24.55 ,$29.60 ,$38.11 ,$21.55 ,$25.00 ,$28.55 ,$31.37 ,$10.77 ,$13.69 ,$16.66 ,$19.26 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 
"Anchorage, AK",AK,2020,$7.67 ,$10.36 ,$13.05 ,$15.75 ,$10.36 ,$13.05 ,$15.75 ,$18.44 ,$5.18 ,$6.53 ,$7.87 ,$9.22 ,$14.93 ,$29.65 ,$36.98 ,$49.02 ,$23.03 ,$27.81 ,$31.36 ,$35.44 ,$11.33 ,$16.24 ,$20.35 ,$24.72 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 ,$10.19 
Apache County,AZ,4001,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.32 ,$27.35 ,$34.06 ,$43.68 ,$22.59 ,$26.42 ,$30.15 ,$32.39 ,$11.30 ,$15.16 ,$18.98 ,$22.06 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 
Cochise County,AZ,4003,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$14.40 ,$27.52 ,$33.44 ,$43.14 ,$23.08 ,$27.36 ,$31.10 ,$34.20 ,$11.54 ,$15.25 ,$18.67 ,$21.79 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 
Coconino County,AZ,4005,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$16.58 ,$31.18 ,$37.89 ,$48.43 ,$25.66 ,$30.25 ,$33.98 ,$37.14 ,$12.83 ,$17.08 ,$20.90 ,$24.43 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 
